PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LD_TYPE|LOT_SIZE|ACRE
LD|71323182|FR800396|FR0136|ACT|119900|143|CRAPO ST.||156|NSO|02740|N|1|1/3/2012 3:42:00 PM|1|A|8996|0.21
LD|71323184|H8000180|K95580|ACT|149900|Lot 0|Legate Hill||454||01453|N|1|1/10/2012 2:07:00 PM|1|A|286189|6.57
LD|71323194|BB800159|BB3458|ACT|329900|0|West Street||26||02048|N|6|1/3/2012 3:41:00 PM|63|C|36000|0.83
LD|71323205|BB800159|BB3458|ACT|89900|LOT-duplex|Garden Street||67||02703|N|4|1/3/2012 4:03:00 PM|15|A|9576|0.22
LD|71323219|H6504839|H95154|EXT|199900|Lot E-L|Blackberry Lane||468||01468|N|1|1/4/2012 12:37:00 PM|1|A|1996354|45.82
LD|71323270|TM006487|K95580|ACT|59000|Lot 2|Bragg Hill Rd.||464||01473|N|1|1/3/2012 6:40:00 PM|1|A|67437|1.55
LD|71323272|TM006487|K95580|ACT|62000|Lot 1|Bragg Hill Rd.||464||01473|N|1|1/3/2012 6:40:00 PM|1|A|60476|1.39
LD|71323278|K9503120|K01330|ACT|375000|0|Gilbertville Rd||417||01531|N|7|1/3/2012 7:04:00 PM|127|A|688684|15.81
LD|71323306|K8000056|K01275|ACT|94900|108|Dana Road||431||01540|N|0|1/3/2012 8:42:00 PM|0|A|145054|3.33
LD|71323338|C8000160|AC1918|ACT|50000|lot 41|Hichborn Street||20||02151|N|0|1/3/2012 11:54:00 PM|0|A|3918|0.08
LD|71323428|M9500565|M95395|ACT|139900|Lot 50|South Road||854||01036|N|16|1/9/2012 8:28:00 AM|65535|A|500069|11.48
LD|71323459|BB806567|FR0195|ACT|149900|879B|Russells Mills Road||157||02748|N|1|1/4/2012 12:40:00 PM|1|A|40000|0.92
LD|71323461|CT000629|BB3351|ACT|65000|11|Moore Street||185||02302|N|3|1/4/2012 12:04:00 PM|7|A|7841|0.18
LD|71323486|A8000464|AC0831|ACT|175000|00|Gorham Avenue||207|BRY|02359|N|2|1/4/2012 12:53:00 PM|3|A|41215|0.95
LD|71323496|K9500171|K95612|ACT|299900|96|Bailey Road||413||01520|N|6|1/4/2012 1:08:00 PM|63|A|91912|2.11
LD|71323540|FR000244|AC0589|ACT|67000|349|Fish Rd||2002||02878|N|2|1/4/2012 2:33:00 PM|3|A|26000|0.6
LD|71323589|CT003405|NB9343|ACT|94900|297|Manchaug Rd||434||01590|N|1|1/4/2012 3:32:00 PM|1|A|302592|6.95
LD|71323592|BB905221|BB9944|ACT|400000|LotA|Frye Road||451||01740|N|2|1/4/2012 3:34:00 PM|3|A|479160|11
LD|71323677|BB911114|NB1287|ACT|279000|Lot 1|Old Mill Rd||452||01451|N|1|1/4/2012 4:58:00 PM|1|A|196440|4.51
LD|71323712|M0001554|M60900|ACT|29900|0|Indian Hill Rd||868||01082|N|3|1/4/2012 6:01:00 PM|7|A|15840|0.36
LD|71323833|BB802302|BB9212|EXT|4|92|East Cottage St.||1|002|02125|N|1|1/5/2012 8:21:00 AM|1|C|27000|0.62
LD|71323839|C4766215|C95221|ACT|275000|0|Marmion Way||327||01966|N|4|1/9/2012 10:03:00 PM|15|A|27200|0.62
LD|71323841|J0001025|M95283|ACT|24900|50-52|Ardmore St.||839|846|01104|N|6|1/5/2012 9:11:00 AM|63|A|5001|0.11
LD|71323902|D9502916|D95214|ACT|295000|7|Cote Lane||1125||03053|N|4|1/5/2012 10:50:00 AM|15|A|125888|2.89
LD|71323966|K9500138|K01588|ACT|119900|A|Dwinell Rd||444||01527|N|2|1/5/2012 3:37:00 PM|3|A|108028|2.48
LD|71323983|A9500119|BB1496|ACT|199900|369|Lakeside Dr Lot 6||181||02324|N|2|1/5/2012 12:28:00 PM|3|A|150094|3.45
LD|71323989|A0001819|A44301|ACT|150000|163|Bay Shore Drive||213||02380|N|1|1/6/2012 9:58:00 AM|1|A|24393|0.56
LD|71324212|F00203BB|AC1802|ACT|199900|LOT 4|Bradfields Drive||352||01830|N|1|1/5/2012 5:03:00 PM|1|A|112506|2.58
LD|71324217|F00203BB|AC1802|ACT|229900|LOT 6|Bradfields Drive||352||01830|N|1|1/5/2012 5:11:00 PM|1|A|278736|6.4
LD|71324218|F00203BB|AC1802|ACT|189900|LOT 5|Bradfields Drive||352||01830|N|1|1/5/2012 5:11:00 PM|1|A|106378|2.44
LD|71324219|C0001961|C95129|ACT|199900|273|Berry Street||362||01845|N|6|1/5/2012 5:17:00 PM|63|A|39260|0.9
LD|71324221|F00203BB|AC1802|ACT|209900|LOT 7|Bradfields Drive||352||01830|N|1|1/5/2012 5:19:00 PM|1|A|119784|2.75
LD|71324222|F00203BB|AC1802|ACT|189900|LOT 10|Bradfields Drive||352||01830|N|1|1/5/2012 5:19:00 PM|1|A|96712|2.22
LD|71324223|F00203BB|AC1802|ACT|189900|LOT 11|Bradfields Drive||352||01830|N|1|1/5/2012 5:19:00 PM|1|A|80000|1.84
LD|71324224|F00203BB|AC1802|ACT|199900|LOT 12|Bradfields Drive||352||01830|N|1|1/5/2012 5:19:00 PM|1|A|178348|4.09
LD|71324230|F00203BB|AC1802|ACT|189900|LOT 13|Bradfields Drive||352||01830|N|1|1/5/2012 5:28:00 PM|1|A|81364|1.87
LD|71324235|F00203BB|AC1802|ACT|189900|LOT 8|Bradfields Drive||352||01830|N|1|1/5/2012 5:30:00 PM|1|A|85459|1.96
LD|71324281|BB904765|BB4722|ACT|124900|L4|Tennant Circle||67||02703|N|2|1/5/2012 7:08:00 PM|3|A|17311|0.4
LD|71324390|K0002568|K01330|ACT|42000|178|Northwest rd.||421||01562|Y|0|1/6/2012 9:22:00 AM|0|A|61419|1.41
LD|71324424|BB900916|BB8087|ACT|1250000|225|S Worcester St||170||02766|N|1|1/6/2012 10:31:00 AM|1|A|218671|5.02
LD|71324463|E8000071|AC1636|ACT|320000|1089-1093|Westhampton Rd||530||01062|N|3|1/6/2012 11:44:00 AM|7|A|457380|10.5
LD|71324482|G8002588|BB5260|ACT|87500|37-2-3|Townsend Rd||1134||03048|N|3|1/6/2012 12:10:00 PM|7|A|133729|3.07
LD|71324625|M0000144|M26100|ACT|99900|1014|Western Ave||862||01085|N|1|2/28/2012 7:08:00 AM|1|A|38076|0.87
LD|71324626|CT005497|AC1556|ACT|125000|376|Warren Avenue||70|31F|02771|N|1|1/6/2012 3:12:00 PM|1|A|40000|0.92
LD|71324627|CT005497|AC1556|ACT|125000|378|Warren Avenue||70|31F|02771|N|1|1/6/2012 3:12:00 PM|1|A|40000|0.92
LD|71324632|BB921869|BB5103|ACT|124900|240|NORTH MAIN STREET||1185||03079|U|1|1/6/2012 3:15:00 PM|1|A|44867|1.03
LD|71324633|BB921869|BB5103|ACT|124900|242|NORTH MAIN ST||1185||03079|U|1|1/6/2012 3:15:00 PM|1|A|43996|1.01
LD|71324634|BB921869|BB5103|ACT|124900|248|NORTH MAIN STREET||1185||03079|U|1|1/6/2012 3:16:00 PM|1|A|43996|1.01
LD|71324636|BB921869|BB5103|ACT|124900|246|NORTH MAIN STREET||1185||03079|U|1|1/6/2012 3:16:00 PM|1|A|44867|1.03
LD|71324637|BB921869|BB5103|ACT|124900|244|NORTH MAIN STREET||1185||03079|U|1|1/6/2012 3:16:00 PM|1|A|44867|1.03
LD|71324638|BB921869|BB5103|ACT|124900|23|ATKINSON RD||1185||03079|U|1|1/6/2012 3:17:00 PM|1|A|43996|1.01
LD|71324639|BB921869|BB5103|ACT|124900|21|ATKINSON RD||1185||03079|U|1|1/6/2012 3:17:00 PM|1|A|54450|1.25
LD|71324695|K9500037|K95416|ACT|70000|275|Main||414||01543|N|7|1/6/2012 4:16:00 PM|127|A|32670|0.75
LD|71324725|K9502593|K01343|ACT|100000|11|Cedar Street-Lot 1||433||01516|N|7|1/9/2012 1:42:00 PM|127|A|90010|2.07
LD|71324742|TEAM0361|BB9067|ACT|34500|0|Kennedy Dr||15||02148|Y|5|1/9/2012 6:47:00 PM|31|A|8223|0.19
LD|71324758|A0000636|A95534|ACT|150000|Lot 1|E. Washington St.||205|15H|02341|N|2|1/9/2012 2:45:00 PM|3|A|31802|0.73
LD|71324807|K9500123|BB2710|ACT|125000|122|Plain St., Lot 1||440||01747|N|0|1/7/2012 9:47:00 AM|0|A|54200|1.24
LD|71324811|K9500123|BB2710|ACT|269900|6|Condon Way||440||01747|N|0|1/7/2012 10:03:00 AM|0|C|95558|2.19
LD|71324813|E0000MAS|E24601|ACT|63500|lot 5|west st.||534||01032|N|2|1/17/2012 4:39:00 PM|3|A|92000|2.11
LD|71324814|E0000MAS|E24601|ACT|59500|lot 4|west st||534||01032|N|2|1/17/2012 4:42:00 PM|3|A|87000|2
LD|71324823|BB985678|H95013|ACT|118000|106|Eisenhower Dr||185||02302|N|7|1/7/2012 11:02:00 AM|127|A|75794|1.74
LD|71324865|BB921861|AC0111|ACT|14000|0|Mystic Isle Way||572||01223|N|3|1/7/2012 2:49:00 PM|7|A|13068|0.3
LD|71324881|BB902658|BB5993|ACT|285000|Lot 4|October Drive||34||02038|N|6|1/11/2012 11:46:00 AM|63|A|117612|2.7
LD|71324883|BB902658|BB5993|ACT|285000|Lot  5|October Drive||34||02038|N|6|1/11/2012 2:16:00 PM|63|A|117612|2.7
LD|71324950|FR000234|T00019|ACT|349900|9E|Clark's Cove Drive||157|SDA|02748|N|0|1/8/2012 9:35:00 AM|0|A|33541|0.77
LD|71324951|FR000234|T00019|ACT|289900|27|Clarks Cove Drive||157|SDA|02748|N|0|1/8/2012 9:41:00 AM|0|A|31800|0.73
LD|71324961|CT003694|AC0477|ACT|310000|19|Overhill Road||2007||02885|N|2|1/8/2012 11:24:00 AM|3|A|40075|0.92
LD|71324964|CT003694|AC0477|ACT|185000|112|Horton Street||174||02715|N|1|1/8/2012 11:36:00 AM|1|A|435600|10
LD|71325042|K9503244|K95344|ACT|34900|67|Heywood Street||401||01613|N|3|1/8/2012 6:30:00 PM|7|A|7321|0.17
LD|71325056|BB902564|A95384|ACT|75000|15|Mohawk Ave||162||02717|N|6|1/30/2012 1:33:00 PM|63|A|9148|0.21
LD|71325064|BB981720|BB5200|ACT|579000|33|Hunnewell St||56||02481|N|3|1/10/2012 7:00:00 PM|7|A|16538|0.38
LD|71325085|K8000056|K01275|ACT|80000|Parcel 1|Dana Road||431||01540|N|1|1/8/2012 10:22:00 PM|1|A|64033|1.47
LD|71325086|K8000056|K01275|ACT|80000|Parcel 2|Dana Road||431||01540|N|1|1/8/2012 10:22:00 PM|1|A|71874|1.65
LD|71325087|K8000056|K01275|ACT|80000|Parcel 3|Dana Road||431||01540|N|1|1/8/2012 10:22:00 PM|1|A|76230|1.75
LD|71325088|K8000056|K01275|ACT|80000|Parcel 4|Dana Road||431||01540|N|1|1/8/2012 10:22:00 PM|1|A|47480|1.09
LD|71325118|NB110748|NB1571|ACT|19199|7|Stuart St||465||01440|Y|1|1/11/2012 1:44:00 PM|1|A|11370|0.26
LD|71325177|NB111120|NB1813|ACT|59900|0|West Street||856|19S|01056|N|1|1/9/2012 10:39:00 AM|1|A|27443|0.63
LD|71325182|TEAM0294|G80039|ACT|2350000|0|Lexington Road||62||01742|N|5|1/9/2012 10:47:00 AM|31|A|1305493|29.97
LD|71325199|K8001620|BB9805|ACT|314900|228|Ruggles St||408||01581|N|2|1/9/2012 11:05:00 AM|3|A|218236|5.01
LD|71325338|CT004540|AC1773|ACT|399000|126|Eastern Ave||326||01930|N|1|1/9/2012 2:15:00 PM|1|A|268765|6.17
LD|71325357|K0001110|K95622|ACT|500000|48-R|Peach Tree Dr||434||01590|N|1|1/9/2012 2:34:00 PM|1|A|771012|17.7
LD|71325369|K9502246|K01527|ACT|116000|(3) LOTS|Murphy Road||423||01535|N|10|1/9/2012 2:49:00 PM|1023|A|374708|8.6
LD|71325374|FR000049|FR0046|ACT|100000|00|Durfee Way||161||02722|N|3|1/9/2012 2:53:00 PM|7|C|11326|0.26
LD|71325390|BB954784|BB5817|ACT|139000|4|Montvale||301||01801|N|3|1/9/2012 3:08:00 PM|7|C|3060|0.07
LD|71325394|A7000100|A10920|ACT|69999|290|plymouth||117|EWA|02538|N|0|1/9/2012 3:13:00 PM|0|A|5662|0.13
LD|71325412|FR000012|FR0046|ACT|154900|178|Bayview Ave||172||02779|N|5|1/9/2012 3:32:00 PM|31|A|110207|2.53
LD|71325449|A8000607|A00215|ACT|600000|419|Concord St.||187||02370|N|4|1/9/2012 4:07:00 PM|15|A|358934|8.24
LD|71325459|BB922774|FR0046|ACT|1900000|0|Breslin Path||164||02777|N|1|1/9/2012 4:24:00 PM|1|A|6011280|138
LD|71325511|A0000216|A01901|ACT|349900|574|Centre St.||185||02302|N|2|1/9/2012 6:04:00 PM|3|C|43294|0.99
LD|71325555|NB114075|NB4836|ACT|35000|10|Seaport Drive|G9|195|MBY|02171|N|1|1/9/2012 8:31:00 PM|1|A|99999|2.3
LD|71325556|H0608435|H95174|ACT|139900|00|Westminster Road||412||01541|N|8|1/9/2012 8:50:00 PM|255|A|154257|3.54
LD|71325572|E0000WHM|E36402|ACT|99000|Lot 1|Flagg Mountain Drive||521||01341|N|7|1/15/2012 10:08:00 AM|127|A|228864|5.25
LD|71325579|E0000WHM|E36402|ACT|159000|Lot 15|Flagg Mountain Drive||521||01341|N|8|1/15/2012 12:18:00 PM|255|A|238839|5.48
LD|71325584|E0000WHM|E36402|ACT|159000|Lot 9|Flagg Mountain Drive||521||01341|N|9|1/15/2012 12:03:00 PM|511|A|271073|6.22
LD|71325591|E0000WHM|E36402|ACT|59000|Lot 16|Flagg Mountain Drive||521||01341|N|7|1/15/2012 12:47:00 PM|127|A|200680|4.6
LD|71325596|E0000WHM|E36402|ACT|99000|Lot 19|Flagg Mountain Drive||521||01341|N|7|1/15/2012 1:04:00 PM|127|A|184215|4.22
LD|71325597|E0000WHM|E36402|ACT|99000|Lot 2|Flagg Mountain Drive||521||01341|N|6|1/15/2012 10:31:00 AM|63|A|257831|5.91
LD|71325599|E0000WHM|E36402|ACT|99000|Lot 24|Flagg Mountain Drive||521||01341|N|7|1/15/2012 1:25:00 PM|127|A|234614|5.38
LD|71325632|C9500129|AC1083|ACT|625000|9|Blue Hill Avenue||342|PLU|01951|N|3|1/10/2012 8:21:00 AM|7|A|21000|0.48
LD|71325633|CT003482|NB5113|ACT|34500|0|Carpenter Ave.||401|BUR|01605|N|2|1/10/2012 8:30:00 AM|3|A|7000|0.16
LD|71325674|BB981820|BB9325|ACT|365000|127|Dudley Rd||52|37F|01778|N|2|2/15/2012 12:53:00 PM|3|A|13068|0.3
LD|71325676|BB903277|AC0609|ACT|279900|12|Settlers Dr||153||02347|N|2|1/10/2012 9:52:00 AM|3|A|143312|3.29
LD|71325708|FR000304|FR0093|ACT|199900|0|linden ave||155||02719|N|1|1/10/2012 10:41:00 AM|1|A|34018|0.78
LD|71325858|BB302274|BB3039|ACT|1699000|33|Walcott St||66||01775|N|5|3/1/2012 6:55:00 PM|31|A|1975882|45.36
LD|71325862|BB301812|BB0125|ACT|219900|102|Pond St||37||02056|N|4|1/10/2012 2:40:00 PM|15|C|31307|0.72
LD|71325888|D0006010|G80003|ACT|570000|503|Mammoth Road||371||01826|N|1|1/10/2012 3:16:00 PM|1|A|522720|12
LD|71325891|BB300659|BB2447|ACT|50000|2- LOT|Carleton||67||02703|N|1|1/10/2012 3:21:00 PM|1|A|18000|0.41
LD|71325912|BB954137|AC1556|ACT|649900|88|Salisbury St.||175|28G|02769|N|2|1/10/2012 3:54:00 PM|3|A|1093243|25.1
LD|71325914|BB923150|BB3296|ACT|44800|99&100|Louden-Bethlehem Rd||574||01253|N|8|1/10/2012 4:04:00 PM|255|A|109771|2.52
LD|71325916|J0001741|M95283|ACT|100000|Lot 5|Stewart Street||859||01075|N|1|1/10/2012 3:57:00 PM|1|A|35366|0.81
LD|71325964|D9500137|BB9571|ACT|69000|56A|Farwell Road||377||01879|N|1|1/10/2012 4:52:00 PM|1|A|84071|1.93
LD|71325986|A0002030|BB2685|ACT|149900|0|Grove||208||02050|N|2|1/10/2012 5:32:00 PM|3|A|43957|1.01
LD|71326019|A9500579|A05307|ACT|549900|9|Ruffini Terrace||213|CHV|02360|N|7|1/10/2012 8:16:00 PM|127|A|24829|0.57
LD|71326091|BB905020|BB3955|ACT|500000|0|Fairfield||405|EMB|01752|N|1|1/11/2012 8:55:00 AM|1|A|282195|6.48
LD|71326180|C3465288|C95122|ACT|89900|11-13|Lawndale Ave.||311||01906|N|1|1/11/2012 12:20:00 PM|1|A|8400|0.19
LD|71326212|C3465288|C95122|ACT|69900|21|Alice Street||311||01906|N|1|1/11/2012 1:15:00 PM|1|A|20909|0.48
LD|71326285|NB111072|BB5494|ACT|39999|0|Mount Bowdoin Ter||1||02125|N|1|1/11/2012 5:42:00 PM|1|D|4792|0.11
LD|71326287|NB111072|BB5494|ACT|39999|132-136|Quincy St||1||02121|N|1|1/11/2012 5:42:00 PM|1|A|3263|0.07
LD|71326311|BB810625|BB3297|ACT|395000|0|Tower Hill Rd L:||2013||02864|N|4|1/11/2012 3:25:00 PM|15|A|3574969|82.07
LD|71326324|BB301669|K80031|ACT|139900|175|White Pond Rd||49||01749|N|1|1/12/2012 1:02:00 PM|1|A|43485|1
LD|71326342|B9500951|J02000|ACT|169900|0|Hadley st.||859||01075|N|3|1/12/2012 2:21:00 PM|7|B|195148|4.48
LD|71326449|A9500632|AC0173|ACT|799000|96|Old Main Rd||107|NFA|02556|N|8|1/11/2012 8:38:00 PM|255|A|435600|10
LD|71326454|CT002563|M80018|ACT|129999|0|Lebanon Hill Rd||428|32J|01550|N|6|1/11/2012 8:55:00 PM|63|A|81893|1.88
LD|71326477|TM003061|K95344|ACT|60000|118|Clark Rd||427||01566|N|5|1/11/2012 11:51:00 PM|31|A|93218|2.14
LD|71326514|BB301653|AC1795|ACT|160000|lot 1|middle||438||01504|N|3|1/12/2012 9:07:00 AM|7|A|60983|1.4
LD|71326574|BB903754|BB9805|ACT|49900|0|Ash St||432||01570|N|1|1/12/2012 10:57:00 AM|1|A|29092|0.67
LD|71326579|BB903754|BB9805|ACT|99900|Map 79B 1|Minebrook Rd||432||01570|N|1|1/12/2012 11:09:00 AM|1|A|554519|12.73
LD|71326594|BB903754|BB9805|ACT|49900|Lot 50|Chase Avenue||429||01570|N|1|1/12/2012 11:27:00 AM|1|C|20691|0.48
LD|71326610|K0001380|BB5779|ACT|249900|0|Woodcock Lane||405||01752|N|7|1/12/2012 12:43:00 PM|127|A|801504|18.4
LD|71326663|K0001298|K80028|ACT|69900|17-21|Morton Station Rd.||430||01507|N|14|1/12/2012 1:17:00 PM|16383|A|211266|4.84
LD|71326699|BB301797|BB0125|ACT|230000|lot 2|Highland Avenue||26||02048|N|2|1/12/2012 2:14:00 PM|3|A|11041|0.25
LD|71326708|A0001226|A95534|ACT|125000|0|Tilton Street||213||02360|N|1|1/12/2012 2:22:00 PM|1|A|10000|0.23
LD|71326767|BB301797|BB0125|ACT|440000|0|Ware St||26||02048|N|1|1/12/2012 3:44:00 PM|1|A|1045440|24
LD|71326768|BB301797|BB0125|ACT|185000|Lot 1|Bernie's Way||26||02048|N|1|1/12/2012 3:44:00 PM|1|A|59264|1.36
LD|71326769|BB301797|BB0125|ACT|185000|Lot 2|Bernie's Way||26||02048|N|1|1/12/2012 3:45:00 PM|1|A|39408|0.9
LD|71326770|BB301797|BB0125|ACT|185000|Lot 3|Bernie's Way||26||02048|N|1|1/12/2012 3:45:00 PM|1|A|41366|0.95
LD|71326771|BB301797|BB0125|ACT|185000|Lot 4|Bernie's Way||26||02048|N|1|1/12/2012 3:45:00 PM|1|A|60882|1.4
LD|71326790|BB902687|NB1251|ACT|325000|674|South St||38||02093|N|1|1/12/2012 4:06:00 PM|1|C|59677|1.37
LD|71326808|E0000DWP|BB8172|ACT|99000|300|W Leyden Rd||513||01340|N|1|1/13/2012 10:26:00 AM|1|A|672131|15.43
LD|71326812|M0000524|M60000|ACT|599000|0|E S Pinevale St.||839|849|01151|N|2|1/17/2012 4:04:00 PM|3|C|694113|15.93
LD|71326826|BB901119|BB2332|ACT|105900|8|Teresa Rd (Lot4)||183||02379|N|3|1/12/2012 5:01:00 PM|7|A|135167|3.1
LD|71326827|BB901119|BB2332|ACT|105900|10|Teresa Rd (lot 5)||183||02379|N|3|1/12/2012 5:02:00 PM|7|A|1102939|25.32
LD|71326900|M9502211|NB4816|ACT|95000|76|Merrick St||850||01089|N|1|2/3/2012 4:11:00 PM|1|A|10019|0.23
LD|71326903|K8000137|K95595|ACT|245000|5 Lots|Eleanor Lane||430||01507|N|30|1/12/2012 10:35:00 PM|1073741823|A|358215.7|8.22
LD|71326948|FR000357|FR0145|ACT|185000|74|Sarah Sherman Rd||152|28N|02770|N|7|1/13/2012 11:34:00 AM|127|A|228254|5.24
LD|71326978|CT005248|A41401|ACT|249900|17|MarlyMac Way||207||02359|N|0|1/13/2012 10:37:00 AM|0|A|62595|1.44
LD|71326988|CT005248|A41401|ACT|349000|00|Barque Hill Dr.||203||02061|N|0|1/13/2012 12:33:00 PM|1|A|43560|1
LD|71326991|CT005248|A41401|ACT|229000|00|Henry's Lane||204||02339|N|0|1/13/2012 11:00:00 AM|0|A|65340|1.5
LD|71327000|BB981925|BB9912|ACT|259900|0|Rockland St||188||02351|N|1|1/13/2012 11:09:00 AM|1|A|178577|4.1
LD|71327016|C9500423|C99977|ACT|50000|28|Seminole Street||311||01906|N|0|1/13/2012 11:38:00 AM|0|A|9583|0.22
LD|71327021|H9427497|H10900|ACT|15000|0|Memorial Street||468||01468|N|2|1/13/2012 11:41:00 AM|3|A|16117|0.37
LD|71327084|BB805535|NB4344|ACT|499900|5|Elm St||35||02053|N|3|1/13/2012 1:12:00 PM|7|A|203836|4.67
LD|71327096|A8002134|A95627|ACT|399000|31|Amy Brown Rd||111|20R|02649|N|15|1/13/2012 1:34:00 PM|32767|A|77536|1.78
LD|71327123|A9500738|A95340|ACT|1295000|00|Pine Hill Rd- Turtle Rock Lane||160||02790|U|5|1/13/2012 2:17:00 PM|31|A|1742400|40
LD|71327133|K8000189|K01050|ACT|199000|265|Gulf St||409||01545|N|4|1/13/2012 2:30:00 PM|15|A|35544|0.82
LD|71327142|BB301665|BB9805|ACT|950000|194-196|South St||48||01748|N|1|1/13/2012 5:05:00 PM|1|C|296643|6.81
LD|71327143|A8002140|BB3531|ACT|159900|0|Charlotte White Road||160||02790|N|2|1/13/2012 2:44:00 PM|3|A|401875|9.23
LD|71327389|M9502407|M95387|ACT|89900|0|Morningside Dr||530|FLO|01062|N|5|1/14/2012 2:13:00 PM|31|A|43000|0.99
LD|71327390|M9502407|M95387|ACT|79900|0|Morningside Dr.||530||01062|N|2|1/14/2012 2:15:00 PM|3|A|26880|0.62
LD|71327404|BB921294|A90089|ACT|299000|22|Telegraph Ave||196||02045|N|3|1/16/2012 10:00:00 AM|7|A|22835|0.52
LD|71327441|BB982382|BB9951|ACT|132000|522|King Road||2002||02878|N|3|1/14/2012 6:15:00 PM|7|A|31806|0.73
LD|71327453|M9500957|AC0643|ACT|100000|Lot 10|Ridge Rd.||416||01037|N|0|1/14/2012 8:14:00 PM|0|A|122839|2.82
LD|71327455|M9500957|AC0643|ACT|125000|Lot 7|Ridge Rd.||416||01037|N|0|1/14/2012 8:17:00 PM|0|A|144183|3.31
LD|71327521|E0000WHM|E36402|ACT|99000|8|Flagg Mountain Drive||521||01341|N|6|1/15/2012 2:26:00 PM|63|A|345909|7.94
LD|71327537|BB902392|BB4460|ACT|119900|246|pleasant street||36|22I|02054|N|0|1/15/2012 4:32:00 PM|0|A|24393|0.56
LD|71327547|M8001156|AC0643|ACT|110000|Lot 12|Beebe Rd||865||01057|N|13|2/17/2012 10:42:00 AM|8191|A|470448|10.8
LD|71327614|BB806567|FR0195|ACT|150000|0|Braley Road||156||02745|N|1|1/16/2012 10:07:00 AM|1|A|8000|0.18
LD|71327667|K0002167|K95602|ACT|99900|LOT 2|SAND WEDGE DR||436||01569|N|2|1/16/2012 12:10:00 PM|3|B|91040|2.09
LD|71327673|TM002206|K95491|ACT|89000|13|Devonshire St||401||01605|N|1|1/16/2012 12:19:00 PM|1|A|13490|0.3
LD|71327682|M0000524|M60000|ACT|857300|N S|Oak St. 3 Lots 22.09||839||01151|N|1|1/16/2012 12:30:00 PM|1|C|962240|22.09
LD|71327687|H2343939|H95055|ACT|759900|283|Ballville Road||451||01740|N|6|1/16/2012 12:34:00 PM|63|B|501811|11.52
LD|71327774|K0003124|K80014|ACT|118900|Lot 2- 48|Glen||433||01516|N|2|1/19/2012 11:33:00 AM|3|A|175112|4.02
LD|71327791|NB112744|NB3488|ACT|450000|130|Cabot St||319||01915|N|7|1/16/2012 4:26:00 PM|127|C|13420|0.31
LD|71327887|CT001316|AC0646|ACT|130000|1|Halon's Way||861||01073|N|3|1/16/2012 9:20:00 PM|7|A|40510|0.93
LD|71327888|CT001316|AC0646|ACT|130000|3|Halon's Way||861||01073|N|3|1/16/2012 9:21:00 PM|7|A|30056|0.69
LD|71327889|CT001316|AC0646|ACT|130000|5|Halon's Way||861||01073|N|3|1/16/2012 9:21:00 PM|7|A|30491|0.7
LD|71327916|K8000137|K95595|ACT|74900|Lot 4|Eleanor Lane||430||01507|N|22|1/16/2012 11:16:00 PM|4194303|A|60000|1.38
LD|71327918|K8000137|K95595|ACT|74900|Lot 17|Eleanor Lane||430||01507|N|22|1/16/2012 11:31:00 PM|4194303|A|60000|1.38
LD|71327919|K8000137|K95595|ACT|84900|Lot 13|Eleanor Lane||430||01507|N|25|1/16/2012 11:49:00 PM|33554431|A|320584|7.36
LD|71327920|NB115176|NB5245|ACT|399999|747|S Main St||190||02368|N|2|1/17/2012 12:26:00 AM|3|C|10000|0.23
LD|71327922|NB115176|NB5245|ACT|399999|330|Mashpee Neck Rd||111||02649|N|3|1/17/2012 12:29:00 AM|7|A|56192|1.29
LD|71327930|B0500789|G95223|ACT|105000|43|lexington road||374||01821|N|3|1/17/2012 6:48:00 AM|7|A|5500|0.12
LD|71327948|A9500860|A95211|ACT|475000|Lot 4|Rose Meadow Way||121|GAY|02535|N|4|1/17/2012 8:32:00 AM|15|A|52272|1.2
LD|71327953|D9503066|D44901|ACT|550000|136|Stedman St.||376||01824|N|4|1/17/2012 8:54:00 AM|15|C|164657|3.78
LD|71328043|K9502624|K95367|ACT|175000|22|CARPENTER RD.||429||01571|N|2|1/17/2012 11:21:00 AM|3|A|339332|7.79
LD|71328046|K0001558|K01272|ACT|290000|100|Laureldale Rd||401||01602|N|1|1/17/2012 11:44:00 AM|1|A|445183|10.22
LD|71328057|FR000025|FR0045|ACT|109000|0|Stafford Rd.||2002||02878|N|1|3/15/2012 12:12:00 PM|1|A|38960|0.89
LD|71328071|G0001232|G46000|ACT|89900|6-7|Dearborn Road||365||01844|N|1|1/17/2012 11:57:00 AM|1|A|20840|0.48
LD|71328106|M8000488|AC1636|ACT|45000|13|Laurel Park||530|24J|01060|N|6|1/17/2012 12:47:00 PM|63|A|0|0
LD|71328110|FR000014|FR0014|ACT|99900|0|ES Maple Ave||164||02777|N|0|1/17/2012 12:52:00 PM|0|A|15000|0.34
LD|71328122|BB901510|AC0104|ACT|184900|28|Willow Field||107|NFA|02556|N|4|1/17/2012 1:10:00 PM|15|A|32234|0.74
LD|71328140|M0000524|M60000|ACT|75500|N S|Oak St. I O Lot 1.51 acre||839|849|01151|N|1|1/17/2012 1:43:00 PM|1|C|65775|1.51
