PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|MF_TYPE|NO_UNITS|NO_FLOORS|TOTAL_RMS|GARAGE_SPACES|PARKING_SPACES|LOT_SIZE|ACRE|SQUARE_FEET
MF|71326200|BB801643|AC0477|ACT|220000|566|Gaskill St||438||01504|N|5|1/11/2012 12:57:00 PM|31|G|2|2|10|0|2|5000|0.11|1710
MF|71326277|G0002468|C95011|ACT|179900|4|Swasey St||352||01832|N|10|1/11/2012 2:57:00 PM|1023|A|2|2|12|0|2|5718|0.13|2731
MF|71326300|BB807462|A95380|ACT|134900|13|Willard Ave||186||02382|N|6|1/11/2012 3:20:00 PM|63|A|1|2|7|0|4|11059|0.25|1359
MF|71326333|BB982338|AC0529|ACT|399900|192|Washington Ave||22||02150|N|1|1/11/2012 3:45:00 PM|1|A|2|2|9|0|0|1426|0.03|1548
MF|71326368|BB904087|BB6620|ACT|279000|31|June Street||1|008|02131|N|11|1/31/2012 2:49:00 PM|2047|A|2|2|7|0|2|6970|0.16|1651
MF|71326403|NB111072|BB5494|ACT|151000|262|Green St||185||02301|N|1|1/11/2012 5:42:00 PM|1|B|3|3|18|0|1|3485|0.08|3741
MF|71326470|G0001425|G40100|BOM|229900|12|Quincy St||365||01844|Y|15|1/12/2012 10:52:00 AM|32767|A|2|2|10|1|4|8000|0.18|3206
MF|71326471|CT000705|AC0477|ACT|369900|14-15|Robert Arey Drive||190||02368|N|1|1/11/2012 11:04:00 PM|1|F|2|2|16|0|4|27007|0.62|3136
MF|71326474|H0644359|H80011|ACT|89900|91|Saint Joseph||455||01420|Y|25|1/11/2012 11:39:00 PM|33554431|G|2|2|10|1|4|7342|0.17|2087
MF|71326529|M8000237|M95283|ACT|119000|446-448|Franklin Street||839||01104|N|7|1/12/2012 9:42:00 AM|127|F|2|2|8|0|4|5083|0.12|2176
MF|71326603|M0000283|M12800|ACT|99900|11|OZARK||839|840|01108|U|9|1/12/2012 11:41:00 AM|511|A|2|3|13|2|2|5000|0.11|2657
MF|71326729|TEAM0069|BB3483|ACT|199000|5|Beacon Street||326||01930|N|22|1/12/2012 2:56:00 PM|4194303|A|2|3|11|0|0|2157|0.05|1626
MF|71326780|G0002132|G61700|ACT|204000|39|Woodland Street||364||01841|N|8|1/12/2012 3:59:00 PM|255|A|2|2|9|0|3|10000|0.23|1600
MF|71326823|M9500957|AC0643|ACT|219900|29-31|West Main St.||868||01082|N|21|2/29/2012 6:58:00 AM|2097151|F|3|2|14|3|11|19602|0.45|3376
MF|71326838|G0002112|BB9572|ACT|129900|257|Broadway||364||01841|N|1|1/12/2012 5:22:00 PM|1|Q|10|3|18|0|0|4044|0.09|3795
MF|71326879|CT000211|K95344|ACT|385000|1565|Main Street||413|16I|01520|N|30|1/12/2012 8:08:00 PM|1073741823|A|2|2|13|0|6|14810|0.34|2304
MF|71326919|K9503063|BB3421|ACT|144900|90|Union||454||01453|N|6|1/13/2012 7:10:00 AM|63|A|2|2|10|0|8|10289|0.24|2796
MF|71327006|BB911182|BB3133|ACT|389900|51|Stetson St.||181||02324|N|10|1/13/2012 11:24:00 AM|1023|J|3|1|14|0|6|9000|0.21|4000
MF|71327029|A0001892|A98900|ACT|399900|37|W High St||191||02322|N|2|2/20/2012 2:27:00 PM|3|A|2|3|14|10|10|40000|0.92|3082
MF|71327043|BB921183|K01294|ACT|124900|38-40|Newbury St||401||01609|N|5|1/13/2012 12:17:00 PM|31|C|4|3|18|0|6|5985|0.14|4180
MF|71327149|BB700442|NB3415|ACT|199000|23|LINDEN STREET||156||02740|Y|1|1/13/2012 2:58:00 PM|1|A|2|3|11|0|4|3488|0.08|2991
MF|71327171|BB806688|AC1338|ACT|209998|3|Greendale Ave||405||01752|N|19|1/13/2012 3:40:00 PM|524287|A|2|3|8|0|4|6986|0.16|1919
MF|71327262|FR800385|FR0136|ACT|142500|18|WING STREET||156||02740|N|15|1/13/2012 5:57:00 PM|32767|A|2|2|8|0|0|4037|0.09|1720
MF|71327320|BB804847|BB7091|ACT|254900|36|BEACH||185||02302|N|22|1/14/2012 8:30:00 AM|4194303|A|2|3|14|0|7|6535|0.15|2912
MF|71327332|A8000247|A01801|ACT|219900|13|Park St||185||02301|N|1|1/14/2012 9:52:00 AM|1|B|3|2|14|0|4|3049|0.07|2872
MF|71327406|FR000152|FR0009|ACT|87000|274|Durfee St.||161||02720|N|4|1/14/2012 3:15:00 PM|15|A|2|2|11|0|3|6316|0.14|2211
MF|71327419|K0003308|K95082|ACT|120000|84|Auburn||420||01611|N|2|1/14/2012 4:03:00 PM|3|J|3|2|13|0|6|29464|0.68|2799
MF|71327428|M8000849|M95406|ACT|269900|568|S East St||858||01040|N|21|1/14/2012 4:56:00 PM|2097151|E|6|3|24|3|0|4872|0.11|5400
MF|71327464|BB800940|NB1542|ACT|239900|405|Montello St||185||02301|N|6|1/17/2012 3:44:00 PM|63|A|2|2|10|0|6|5227|0.12|2212
MF|71327527|NB112114|NB2863|PCG|2550000|928|East Broadway||1|04X|02127|N|19|1/15/2012 2:55:00 PM|524287|C|4|3|32|0|10|20245|0.46|8690
MF|71327544|BB923717|BB9039|ACT|149900|7|Roosterville Rd||575|29X|01255|N|16|1/15/2012 6:17:00 PM|65535|F|2|2|9|0|5|113256|2.6|3288
MF|71327552|BB922207|BB8195|ACT|244900|83|Crapo Street||181||02324|N|10|1/15/2012 5:54:00 PM|1023|G|2|3|12|1|8|10674|0.25|2300
MF|71327621|F00258FH|F25801|ACT|219900|132|river||352||01830|N|1|2/13/2012 2:42:00 PM|1|B|3|2|10|0|0|2716|0.06|2400
MF|71327668|BB980528|BB4624|ACT|259900|53|CLIFTON AVE.||185||02301|N|14|1/17/2012 11:24:00 AM|16383|A|2|2|7|4|30|10890|0.25|999
MF|71327683|B8001100|BB3227|ACT|330000|35|Dean St||14||02149|N|1|1/16/2012 6:23:00 PM|1|B|3|2|16|0|3|6166|0.14|4086
MF|71327686|BB806484|FR0021|ACT|177500|171|Barlow St.||161||02723|N|12|1/16/2012 4:16:00 PM|4095|G|2|2|8|0|2|4792|0.11|2683
MF|71327696|D0000034|D49801|ACT|430000|130-R|Totman Road||372||01854|N|11|1/16/2012 12:49:00 PM|2047|A|2|2|13|2|12|71438|1.64|2150
MF|71327761|BB910525|NB3389|ACT|349000|32|TAFT||20||02151|N|1|1/16/2012 3:20:00 PM|1|A|3|3|13|0|2|3500|0.08|3174
MF|71327814|TEAM0305|M80012|ACT|175000|719|Belmont Avenue||839|840|01108|N|1|1/17/2012 11:24:00 AM|1|B|3|3|15|3|3|6499|0.15|2976
MF|71328032|C5385009|C95260|ACT|249000|56|Lynn St||315||01960|N|9|1/25/2012 8:51:00 AM|511|A|1|2|8|0|4|5227|0.12|1757
MF|71328086|M0001543|M56400|ACT|149900|92|Little Rest Rd||426||01083|Y|1|1/17/2012 12:23:00 PM|1|D|2|2|8|0|8|44867|1.03|2800
MF|71328125|B0448367|B95211|ACT|299900|9-9A|Pillsbury Ave||373||01876|N|1|1/24/2012 1:47:00 PM|1|F|2|1|9|1|4|10000|0.23|1950
MF|71328196|K9502063|K95416|ACT|164900|93|Providence Street||401||01604|N|15|2/10/2012 3:43:00 PM|32767|J|3|3|15|0|0|5005|0.11|3669
MF|71328219|BB910349|NB1780|ACT|264900|34|favre||1|003|02126|N|2|1/17/2012 3:47:00 PM|3|A|2|2|10|0|4|8276|0.18|1920
MF|71328231|C7384797|C75100|ACT|465000|2|Mason Street||318|MOL|01945|N|9|1/17/2012 3:29:00 PM|511|B|3|3|10|1|1|2090|0.04|2410
MF|71328266|G7000059|AC0639|ACT|139900|117|east haverhill st||364||01841|N|1|1/24/2012 1:22:00 PM|1|A|2|2|10|0|3|4116|0.09|2656
MF|71328277|BB901119|BB2332|ACT|269900|866|Center St||180||02346|Y|6|1/17/2012 4:19:00 PM|63|A|2|2|15|5|7|10890|0.25|5170
MF|71328314|B9500180|AC0028|PCG|149000|24|Park St||316||01970|N|1|2/13/2012 3:07:00 PM|1|B|3|3|11|0|0|1160|0.03|2580
MF|71328340|M8001233|M95329|ACT|174900|184-186|Hamburg St||839||01107|N|7|1/17/2012 6:04:00 PM|127|D|2|2|8|0|4|5998|0.14|1976
MF|71328378|BB984942|BB4637|ACT|299900|821|Cummins Hwy||1|003|02126|N|12|1/17/2012 9:20:00 PM|4095|G|2|2|10|1|2|4356|0.1|3570
MF|71328425|A8000566|A95066|ACT|150000|447|Warren St||161||02721|N|9|1/18/2012 7:26:00 AM|511|B|3|3|14|0|0|6098|0.14|2988
MF|71328437|G0000671|G38600|ACT|399900|108-110|High||362||01845|N|18|1/20/2012 11:01:00 AM|262143|D|2|3|15|0|6|19847|0.46|3664
MF|71328458|NB114713|AC1094|ACT|149000|33|Providence St||401||01604|N|3|1/18/2012 9:25:00 AM|7|B|3|3|21|0|2|0.12|0|5460
MF|71328544|BB801994|B95099|ACT|395000|4-A|Weld Ave||1||02119|N|15|1/18/2012 11:23:00 AM|32767|J|3|1|14|0|4|0|0|2628
MF|71328617|TEAM0204|G80034|ACT|178000|1-3|Maple Ter||866|874|01069|N|23|2/18/2012 4:16:00 PM|8388607|B|3|3|16|0|6|11917|0.27|3933
MF|71328632|TEAM0471|BB9924|ACT|159900|4|Franklin Avenue||68||02760|N|10|1/18/2012 1:49:00 PM|1023|G|2|3|10|0|4|6312|0.14|1984
MF|71328636|H3500712|K95580|ACT|100000|44|Mechanic Street||466||01475|N|8|1/18/2012 4:08:00 PM|255|G|2|2|9|2|4|10890|0.25|1901
MF|71328646|TEAM0244|BB5774|ACT|455000|172|Minot Street||1|002|02122|N|1|1/18/2012 2:05:00 PM|1|B|3|3|17|0|0|3048|0.07|3762
MF|71328651|BB953928|BB3347|ACT|349900|33-35|Albert Ave.||2009||02916|N|13|1/18/2012 2:08:00 PM|8191|F|2|2|13|0|6|13760|0.32|2365
MF|71328682|J0001060|M95283|ACT|209900|505|Grattan||857||01020|N|3|1/18/2012 2:44:00 PM|7|A|2|2|8|0|10|7841|0.18|1200
MF|71328692|G8000671|AC0594|ACT|210000|10|Thornton||364||01841|N|5|1/18/2012 2:52:00 PM|31|A|2|2|9|1|4|4499|0.1|2058
MF|71328762|K8001812|K01012|ACT|164900|231|Charlton St||428||01550|N|25|1/18/2012 4:16:00 PM|33554431|G|2|2|11|1|4|14288|0.33|3238
MF|71328768|G0002741|AC0865|ACT|437000|176-178|Edgewood Avenue||365||01844|N|4|1/18/2012 4:22:00 PM|15|A|2|2|12|2|4|0|0|3232
MF|71328774|BB806150|NB3303|ACT|365000|55|quincy||1|002|02124|N|6|1/18/2012 4:36:00 PM|63|A|2|3|14|2|8|8673|0.2|2694
MF|71328791|BB980005|BB4587|BOM|119900|67|Littlefield St||2011||02861|Y|9|1/18/2012 4:56:00 PM|511|A|2|3|12|2|4|4500|0.1|2905
MF|71328895|K8000264|K95491|ACT|249900|3|Fiske St||428||01550|N|1|1/30/2012 2:12:00 PM|1|E|9|2|40|4|10|17424|0.4|0
MF|71328901|BB911042|BB9627|ACT|1750000|25|Fayette ST||1|101|02116|N|6|1/19/2012 1:46:00 AM|63|B|3|4|8|0|2|2768|0.06|2768
MF|71328902|A8000149|AC1521|ACT|127000|51|Deane St||156||02746|Y|4|1/19/2012 2:26:00 AM|15|A|2|2|10|0|2|7130|0.16|1932
MF|71328962|H9500142|H24001|ACT|179000|440|School Street||466||01475|N|1|1/19/2012 10:20:00 AM|1|G|2|2|9|2|4|179031|4.11|2320
MF|71329019|BB985184|BB533|ACT|325000|55|Log Street Multi 027||1132||03102|N|2|1/19/2012 11:29:00 AM|3|E|5|2|15|0|10|0|0|3224
MF|71329031|G8002111|NB5052|ACT|139900|373-375|Water||364||01841|N|9|2/16/2012 10:20:00 AM|511|F|2|2|14|0|4|9170|0.21|2232
MF|71329052|C7403564|AC0792|ACT|268900|56|Bristow Street||311|30G|01906|N|5|1/19/2012 12:13:00 PM|31|G|2|2|8|1|2|9148|0.21|1677
MF|71329097|FR000207|FR0045|ACT|69000|694|KING PHILIP ST||161||02724|N|9|1/19/2012 1:27:00 PM|511|A|2|2|8|0|0|2178|0.05|1760
MF|71329178|A8002205|A14003|ACT|129500|101-103|Linden Street||466||01475|N|15|1/19/2012 3:29:00 PM|32767|A|2|2|9|0|4|18513|0.43|2370
MF|71329188|BB985187|BB6002|ACT|360000|10|Austin Street||29||02062|N|27|1/19/2012 3:51:00 PM|134217727|A|2|3|10|0|6|3038|0.07|1872
MF|71329275|TEAM0174|BB1175|ACT|229900|13|Alpine Pl||34||02038|N|12|1/19/2012 7:20:00 PM|4095|A|2|2|9|2|4|11907|0.27|2194
MF|71329298|H1382546|H95165|ACT|289900|19|Carleton Pl||453||01523|N|2|1/24/2012 4:04:00 AM|3|A|2|2|10|2|6|20038|0.46|2704
MF|71329358|BB809135|BB3430|ACT|149900|53|Forest St||67||02703|N|6|1/20/2012 10:32:00 AM|63|B|3|3|15|0|6|15825|0.36|2937
MF|71329428|BB809439|BB5800|ACT|104900|187|Mendon St||440||01747|U|6|1/20/2012 11:25:00 AM|63|A|2|2|11|2|4|5500|0.13|1652
MF|71329441|G9503032|G61700|ACT|260000|20-22|Bennington Street||364||01841|N|1|1/22/2012 1:40:00 PM|1|B|3|3|18|0|2|5352|0.12|3834
MF|71329500|B0361827|B32911|ACT|499900|52/54|Mt. Vernon||304||01867|N|30|1/20/2012 2:23:00 PM|1073741823|G|2|3|13|0|8|10890|0.25|3298
MF|71329515|C9500146|C95039|ACT|289900|17|Chester St||346||01913|N|23|1/20/2012 12:50:00 PM|8388607|F|2|2|12|0|4|10018|0.23|3090
MF|71329544|CT000232|C95171|ACT|479000|45-47|Holland St||44||01890|N|5|1/20/2012 1:34:00 PM|31|A|2|3|13|0|6|5180|0.12|2340
MF|71329546|G8002125|G61700|BOM|269900|61-61 A|Tenney Street||364||01841|N|5|1/21/2012 11:51:00 AM|31|B|3|3|15|0|6|6141|0.14|4263
MF|71329581|BB911048|BB9635|ACT|379900|19|Sea View Ave||1|05S|02128|N|5|2/7/2012 3:09:00 PM|31|G|2|2|10|0|4|5200|0.12|2488
MF|71329631|FR800388|FR0136|ACT|339900|1669-1673|ACUSHNET AVE||156||02745|N|11|1/20/2012 3:38:00 PM|2047|O|5|4|22|0|0|3190|0.07|7689
MF|71329638|BB806086|BB2685|ACT|309900|24|Cary Ave||22||02150|N|1|1/20/2012 3:48:00 PM|1|A|2|2|8|0|3|4590|0.11|2328
MF|71329672|BB301294|AC1338|ACT|355000|18|Ruggles St||408||01581|N|30|1/26/2012 4:09:00 PM|1073741823|A|2|3|10|2|4|10890|0.25|2999
MF|71329710|G9500141|G95207|ACT|134900|53-1/2|Cedar St||364||01841|N|1|1/24/2012 4:08:00 PM|1|A|2|2|8|0|0|2236|0.05|1392
MF|71329803|CT001228|C00126|ACT|399900|17|Hillside Avenue||317||01907|N|20|1/25/2012 7:59:00 AM|1048575|A|2|2|11|2|4|4948|0.11|2165
MF|71329852|CT001596|M70004|ACT|69900|110|Pleasant St||868||01082|N|28|1/23/2012 6:07:00 PM|268435455|G|2|2|12|2|4|11315|0.26|2600
MF|71329864|BB981269|AC0414|ACT|459900|70|Shawsheen Avenue||302||01887|N|9|1/21/2012 3:38:00 PM|511|F|2|2|11|2|8|30000|0.69|2296
MF|71329866|CT003361|C80014|ACT|494900|64|Hemlock||42||02474|N|1|1/21/2012 3:38:00 PM|1|G|2|2|12|0|2|3920|0.09|1906
MF|71329869|BB902687|NB1251|ACT|89900|50|Grand St||401||01610|Y|9|2/23/2012 11:17:00 AM|511|A|2|2|10|0|2|3984|0.09|1592
MF|71329944|BB807189|AC1806|ACT|399000|6|Blackwell St||1|002|02122|N|1|1/29/2012 7:00:00 PM|1|A|2|2|11|0|6|4400|0.1|1870
MF|71329984|BB981269|AC0414|ACT|479900|8-10|Rockwell Terrace||15|MAP|02148|N|10|2/2/2012 9:43:00 PM|1023|J|3|4|11|2|5|4181|0.1|1908
MF|71329998|G0002590|AC0936|ACT|269900|92|Exeter Street||364|SLW|01843|N|7|1/26/2012 7:38:00 PM|127|C|4|3|17|2|2|5790|0.13|4155
MF|71330173|K8000234|K95550|ACT|159900|93|Parker St||67||02703|N|4|1/23/2012 2:08:00 PM|15|G|2|2|9|2|4|4914|0.11|1662
MF|71330190|BB800411|BB9947|ACT|1399000|26|East Springfield Street||1||02118|N|1|1/23/2012 2:41:00 PM|1|M|4|5|17|0|2|0|0|3168
MF|71330208|CT000704|E36402|ACT|279000|396|Federal St||523|MCR|01351|N|21|1/23/2012 3:04:00 PM|2097151|A|2|2|12|0|4|130680|3|3360
MF|71330214|C2340163|C75000|ACT|349900|5|Folger Ave||319||01915|N|8|1/23/2012 3:11:00 PM|255|G|2|3|12|0|6|3735|0.09|2627
MF|71330254|G9500066|AC1081|ACT|379900|49|Oak Island Street||20||02151|N|1|1/23/2012 4:13:00 PM|1|D|2|3|9|0|4|3049|0.07|3177
MF|71330257|G9500066|AC1081|ACT|459900|30|Beverly Street||20||02151|N|1|1/23/2012 4:16:00 PM|1|D|2|2|10|4|6|12673|0.29|4560
MF|71330311|M8000420|AC1772|ACT|195000|280-282|West Franklin St.||858||01040|N|21|1/26/2012 10:25:00 AM|2097151|G|2|3|12|2|4|6716|0.15|2592
MF|71330342|FR000051|FR0009|ACT|329000|97|Belmont||161||02720|N|2|1/24/2012 6:29:00 PM|3|J|3|3|18|2|6|14600|0.34|4642
MF|71330368|FR800061|FR0045|ACT|274900|325|STATE AVE||2002||02878|N|3|1/23/2012 9:33:00 PM|7|J|3|3|18|2|4|3920|0.09|3422
MF|71330374|BB903975|BB4390|ACT|799000|20-26|Brookline St||20||02151|N|1|1/23/2012 10:14:00 PM|1|F|2|2|19|1|10|29000|0.67|5400
MF|71330400|NB110070|NB2792|ACT|169000|62-64|WHITTIER ST||839|840|01108|N|10|1/24/2012 6:46:00 AM|1023|B|3|2|16|2|4|5001|0.11|3156
MF|71330525|K8001157|K95638|ACT|75500|18|Hooper St||401|BMH|01605|N|6|1/24/2012 1:00:00 PM|63|B|3|3|12|0|2|5500|0.13|3189
MF|71330550|K0003096|K01272|ACT|289900|50|Gilbert St||423||01535|N|30|2/2/2012 12:38:00 AM|1073741823|C|4|3|18|3|10|95832|2.2|4912
MF|71330552|C6307395|C77800|ACT|385000|10-12|MAPLE CIRCLE||318||01945|N|5|1/24/2012 8:35:00 PM|31|G|2|2|8|0|4|0.12|0|1776
MF|71330563|CT006347|K80013|ACT|191000|55|Andover St||401||01606|N|9|1/24/2012 2:29:00 PM|511|B|3|3|18|0|4|7055|0.16|3993
MF|71330567|C8523211|C95260|ACT|119900|167|Elm St||346||01913|N|10|1/24/2012 2:09:00 PM|1023|A|2|2|10|0|4|8430|0.19|1877
MF|71330619|BB808124|BB3298|ACT|679000|39|Winthrop St||62|08H|01742|N|5|1/25/2012 10:52:00 AM|31|G|2|3|9|0|8|6534|0.15|2236
MF|71330646|NB110070|NB2792|ACT|179000|48|Allen St||839||01108|N|3|1/24/2012 4:08:00 PM|7|B|3|3|18|0|3|5258|0.12|4374
MF|71330663|G9500141|G95207|ACT|264900|2-4|Pelham Ave||365||01844|N|2|1/31/2012 1:27:00 PM|3|A|2|2|9|0|4|5656|0.13|2153
MF|71330670|NB110070|NB2792|ACT|165000|59|MAYNARD ST||839||01109|N|4|1/24/2012 4:38:00 PM|15|C|4|2|11|0|0|4090|0.09|5568
MF|71330673|FR000985|FR0212|ACT|141700|354|Mill St||156|NWE|02740|N|2|2/3/2012 3:14:00 PM|3|A|2|3|12|0|2|3332|0.08|2458
MF|71330675|BB980005|BB4587|ACT|164500|61|Merrill St||2009||02914|Y|7|1/24/2012 4:49:00 PM|127|A|2|2|9|0|4|11700|0.27|2464
MF|71330699|B0322214|B95053|ACT|309900|28-30|Bellvale St||15||02148|N|30|1/24/2012 6:04:00 PM|1073741823|A|2|2|9|0|2|3937|0.09|1976
MF|71330700|M0001662|M95250|ACT|134900|40-42|Manhattan St||839|843|01109|N|19|1/24/2012 5:52:00 PM|524287|A|2|2|10|0|6|7375|0.17|2176
MF|71330732|BB807627|BB5325|ACT|410000|103|Lawrence St||372||01852|N|4|1/24/2012 8:40:00 PM|15|E|6|3|24|0|0|3505|0.08|5631
MF|71330735|CT006177|AC0462|ACT|950000|1845-1849|Dorchester Ave||1|04S|02124|U|9|2/22/2012 6:07:00 AM|511|E|6|3|24|0|2|3996|0.09|3783
MF|71330822|CT004937|M60900|ACT|123000|124|North St||868||01082|N|1|1/25/2012 10:13:00 AM|1|B|3|2|14|0|3|6500|0.15|2850
MF|71330823|CT004937|M60900|ACT|102000|122|North St||868||01082|N|1|1/25/2012 10:14:00 AM|1|G|2|2|10|0|2|6000|0.14|1829
MF|71330852|BB954077|NB4766|ACT|555000|745-747|Boylston St||39|NHL|02461|N|9|3/14/2012 5:20:00 PM|511|G|2|2|12|0|6|5702|0.13|2460
MF|71330959|BB954104|BB3297|ACT|99000|100|Tell St||2010||02909|N|3|1/25/2012 2:04:00 PM|7|B|3|3|12|0|5|3999|0.09|2799
MF|71330967|BB954104|BB3297|ACT|129000|15|Ward St||2015||02895|N|5|1/25/2012 2:03:00 PM|31|C|4|3|19|0|3|4782|0.11|3696
MF|71331008|C4404924|C75001|ACT|419000|48|Western Ave||328||01929|N|20|1/26/2012 9:50:00 AM|1048575|G|2|2|8|0|4|7319|0.17|1905
MF|71331059|K9500740|K01272|ACT|41900|27|Kendall St||415||01005|Y|10|1/25/2012 4:54:00 PM|1023|A|2|2|9|0|2|6000|0.14|2408
MF|71331105|BB922848|AC1768|ACT|149000|54|HARRISON||2011||02860|N|11|1/26/2012 12:55:00 PM|2047|J|3|3|11|1|3|3920|0.09|2685
MF|71331212|K8001690|K01294|ACT|239900|306|Cambridge st||401|WSQ|01603|N|1|1/26/2012 12:54:00 PM|1|J|3|0|18|0|4|6098|0.14|3699
MF|71331228|BB700590|BB7154|ACT|249900|322|Depot St||105||02639|N|9|1/26/2012 12:21:00 PM|511|A|1|1|6|0|6|21780|0.5|1122
MF|71331242|BB801178|AC1299|ACT|999900|27|Harvard Ave||12|06Y|02446|N|18|1/26/2012 8:53:00 AM|262143|J|3|3|17|0|3|2846|0.07|4241
MF|71331246|BB921722|NB4976|ACT|330000|16|Everett Ave||17|ESV|02145|N|1|2/2/2012 2:49:00 PM|1|A|2|3|10|0|3|3400|0.08|2044
MF|71331268|CT006251|NB3599|ACT|350000|641|Plantation St||401||01605|N|9|1/26/2012 9:50:00 AM|511|M|4|4|18|0|8|11889|0.27|4602
MF|71331336|BB805835|NB5054|ACT|330000|144|S Common St||312||01902|N|1|2/2/2012 2:01:00 PM|1|B|3|3|15|0|14|8028|0.18|3584
MF|71331375|A8001314|A95065|ACT|465000|433|North Cary St||185||02302|N|15|1/26/2012 12:49:00 PM|32767|G|2|2|8|6|4|37898|0.87|2004
MF|71331392|BB405145|BB4589|PCG|49000|202-204|Glenallen||466||01475|N|4|1/26/2012 1:04:00 PM|15|P|6|3|24|0|6|11325|0.26|5328
MF|71331434|TEAM0311|BB1510|ACT|185000|38|Oak St||34||02038|Y|11|1/26/2012 2:01:00 PM|2047|A|2|2|11|0|4|15822|0.36|3097
MF|71331502|BB800210|NB5018|ACT|615000|681|N Main St||185||02301|N|1|1/26/2012 3:55:00 PM|1|E|8|2|18|2|6|7841|0.18|7000
MF|71331517|BB300304|NB2434|PCG|655000|67-69|Brookley Rd||1|007|02130|N|17|3/28/2012 8:31:00 AM|131071|C|4|3|16|0|4|4421|0.1|3678
MF|71331557|K9502915|AC1783|ACT|429000|309|Providence Road||443||01519|N|6|2/13/2012 9:37:00 AM|63|B|3|1|13|2|6|53143|1.22|3527
MF|71331583|BB600050|BB9790|ACT|400000|7|Sumner Pl.||1|019|02128|N|3|1/28/2012 3:01:00 PM|7|B|3|3|12|0|0|1430|0.03|3120
MF|71331591|CT004086|AC0976|ACT|159000|16|Walnut St||173||02780|N|3|1/26/2012 7:13:00 PM|7|A|2|2|15|0|5|6970|0.16|2600
MF|71331611|CT000351|G80025|ACT|554871|16|Cartwright Lane||374||01821|N|30|1/26/2012 11:12:00 PM|1073741823|A|2|2|11|2|6|40001|0.92|3176
MF|71331660|M8001130|AC1641|ACT|75900|165|Adelaide||3065||06112|Y|1|1/27/2012 8:41:00 AM|1|A|2|3|11|0|3|7840|0.18|2463
MF|71331679|M9500978|M95248|ACT|144000|64|Linden St||858||01040|N|6|1/27/2012 9:38:00 AM|63|A|2|3|12|4|1|4400|0.1|2196
MF|71331745|TEAM0370|AC0898|ACT|165000|31|Emerald Avenue||432||01570|N|30|1/27/2012 11:38:00 AM|1073741823|G|2|3|12|0|4|9702|0.22|1810
MF|71331759|FR800388|FR0136|ACT|219900|15-17|LINDSEY ST.||156|NWE|02740|N|2|1/27/2012 1:22:00 PM|3|F|2|2|10|0|6|6645|0.15|2688
MF|71331777|BB911125|BB9648|ACT|289999|58|Congress Street||346||01953|N|1|2/1/2012 12:03:00 PM|1|B|3|2|14|0|6|29620|0.68|2586
MF|71331817|G0002523|G61700|ACT|219900|469|Washington Street||352||01832|N|1|1/27/2012 1:37:00 PM|1|J|3|3|18|0|0|4462|0.1|3900
MF|71331823|BB903661|BB1495|ACT|359900|118|Homes||1||02122|N|1|1/27/2012 1:48:00 PM|1|B|3|3|15|3|10|4831|0.11|3138
MF|71331830|FR800396|FR0136|ACT|139900|612|SOUTH SECOND ST||156|NSO|02740|N|1|1/30/2012 11:16:00 AM|1|C|4|3|20|1|2|3433|0.08|4287
MF|71331837|TEAM0237|E95079|ACT|219900|6|Prospect St||529||01038|N|12|1/27/2012 2:22:00 PM|4095|G|2|2|10|2|4|16552|0.38|2188
MF|71331845|BB903613|AC1338|ACT|199900|6|Lund St||401||01607|N|8|1/27/2012 2:18:00 PM|255|B|3|3|15|0|6|5000|0.11|3128
MF|71331903|BB910773|BB4624|ACT|899900|134-136|Harrison Ave.||2011||02860|N|2|1/27/2012 3:50:00 PM|3|E|18|3|79|0|18|12215|0.28|10422
MF|71331939|G9502901|AC0318|ACT|325000|1250|Gardners Neck Rd||164|34A|02777|N|16|1/27/2012 5:20:00 PM|65535|G|2|3|11|0|8|18295|0.42|2552
MF|71332076|C2547066|C66300|ACT|299000|63|Eastern Avenue||312||01902|N|1|1/28/2012 12:31:00 PM|1|B|3|3|12|1|4|4007|0.09|2841
MF|71332101|M8001480|M95221|ACT|219900|59|West Street||857||01013|N|6|1/28/2012 3:15:00 PM|63|C|4|2|16|0|0|3485|0.08|3000
MF|71332143|BB808192|BB3895|ACT|189900|15|Belden St||1|002|02125|N|11|1/30/2012 12:53:00 PM|2047|G|2|2|7|0|1|1544|0.04|1292
MF|71332223|BB810281|NB1092|ACT|479000|53|Main St||17||02145|N|1|1/29/2012 1:08:00 PM|1|B|3|3|10|2|2|5931|0.14|2453
MF|71332272|BB900812|BB9287|ACT|239000|47|Durfee St.||156||02740|N|1|1/29/2012 6:15:00 PM|1|E|5|3|14|0|5|0|0|0
MF|71332274|NB111737|NB2325|ACT|1395000|7-11-15|Lancaster Street||401|LSQ|01609|N|14|1/29/2012 6:24:00 PM|16383|P|17|3|45|0|23|17767|0.4|12144
MF|71332284|E0000RHP|E95096|ACT|359000|24|James St||511||01301|N|30|1/29/2012 7:20:00 PM|1073741823|A|2|3|13|0|6|9561|0.21|3618
MF|71332297|K8000264|K95491|ACT|130000|170|Dewey Street||401||01610|U|1|1/29/2012 9:37:00 PM|1|B|3|3|15|2|4|4305|0.1|2952
