PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|MF_TYPE|NO_UNITS|NO_FLOORS|TOTAL_RMS|GARAGE_SPACES|PARKING_SPACES|LOT_SIZE|ACRE|SQUARE_FEET
MF|71332310|K8000264|K95491|ACT|399900|1394|Main St||401||01603|N|7|1/29/2012 11:07:00 PM|127|B|2|3|12|0|16|11924|0.27|3274
MF|71332360|M9500778|M95161|ACT|99900|17-19|Windsor St||839|848|01105|N|1|1/30/2012 9:47:00 AM|1|B|3|3|15|2|6|5013|0.12|3405
MF|71332364|BB700280|A95280|ACT|524900|69   A,1,2|Ploughed Neck Rd||115|ESA|02537|N|7|1/30/2012 9:53:00 AM|127|B|3|1|14|1|18|85378|1.96|3234
MF|71332377|A8000434|AC1437|ACT|269900|7|Benton St||180||02346|N|18|1/30/2012 10:21:00 AM|262143|A|2|3|14|0|6|10454|0.24|2885
MF|71332384|BB810303|A05302|ACT|139000|22|Pacific Street||187||02370|U|9|1/30/2012 10:30:00 AM|511|G|2|2|9|0|2|0.05|0|1452
MF|71332387|BB810303|A05302|ACT|249000|18|Pacific Street||187||02370|U|11|1/30/2012 10:38:00 AM|2047|C|4|2|13|0|4|0.07|0|3006
MF|71332394|BB803232|BB9599|ACT|624900|230|clifton||15||02148|N|8|1/30/2012 10:43:00 AM|255|J|3|3|14|2|4|7224|0.17|4219
MF|71332443|FR800289|FR0045|ACT|170000|271|Franklin St||161||02720|N|1|1/30/2012 12:20:00 PM|1|P|6|3|24|0|6|7405|0.17|4560
MF|71332553|CT006668|NB3580|ACT|79900|39-41|Claremont St||839||01108|N|1|1/30/2012 2:39:00 PM|1|A|2|2|12|0|4|4809|0.11|2130
MF|71332570|CT003870|BB3041|ACT|99900|52|French St||2011||02860|N|1|1/30/2012 2:58:00 PM|1|J|3|3|12|0|4|5430|0.12|2669
MF|71332586|FR800372|FR0212|ACT|79900|92|Smith St||156||02740|N|5|2/23/2012 10:00:00 AM|31|A|2|2|9|0|1|3199|0.07|2108
MF|71332591|BB983124|NB1499|ACT|224900|559|Park St||67||02703|N|11|2/6/2012 4:05:00 PM|2047|G|3|3|11|0|8|12000|0.28|1888
MF|71332598|C0540112|C95098|ACT|799900|19|Beach Ave||316|29S|01970|N|21|1/30/2012 3:36:00 PM|2097151|A|2|2|11|0|4|7540|0.17|3959
MF|71332631|A9500076|BB6013|ACT|539900|577|Adams St||195||02169|N|4|1/30/2012 4:21:00 PM|15|A|2|3|9|3|8|22215|0.51|2156
MF|71332678|BB922612|M36300|ACT|239000|2-4|Pleasant Street||862||01085|N|19|1/30/2012 6:20:00 PM|524287|F|2|2|12|2|6|7350|0.17|2950
MF|71332688|BB808448|BB9067|ACT|264000|9|W.Green St||312||01902|N|20|1/31/2012 9:10:00 AM|1048575|A|2|3|14|0|2|2797|0.06|2733
MF|71332702|M8001436|M95283|ACT|185000|196|Springfield St||857||01013|N|13|1/30/2012 8:07:00 PM|8191|A|2|2|11|0|4|6970|0.16|2853
MF|71332716|K8002169|BB5143|ACT|205000|63|Greenwood St||401||01607|N|14|1/30/2012 9:11:00 PM|16383|A|2|2|8|1|6|10473|0.24|1840
MF|71332735|BB800166|NB2881|ACT|219000|615-617|COUNTY ST||156||02740|N|3|1/31/2012 1:04:00 PM|7|C|4|3|16|0|1|3313|0.08|2926
MF|71332753|A8001706|H95120|ACT|115000|2|Highland St||173||02780|Y|7|1/31/2012 7:08:00 AM|127|A|2|2|10|0|4|7405|0.17|2192
MF|71332815|BB954137|AC1556|ACT|159900|276|Hamlet St||161||02724|N|10|1/31/2012 10:21:00 AM|1023|A|2|3|12|1|4|5532|0.12|2187
MF|71332849|M0000099|M95040|ACT|75000|18-20|Talcott St||839|847|01107|N|4|2/1/2012 3:32:00 PM|15|A|2|3|10|1|4|6334|0.15|2074
MF|71332900|BB900411|BB2570|ACT|479000|694|Randolph Ave||28||02186|N|19|2/23/2012 9:32:00 AM|524287|A|2|2|13|0|4|6000|0.14|2785
MF|71332916|NB114069|NB4834|ACT|364888|15|Lowe||315||01960|N|30|1/31/2012 1:11:00 PM|1073741823|G|2|3|11|0|5|2221|0.05|2139
MF|71332917|H9500082|G80039|ACT|289900|96-98|Warwick St.||364||01841|N|4|1/31/2012 1:16:00 PM|15|B|3|3|15|0|9|4625|0.1|9999
MF|71332925|BB302317|BB5763|ACT|274900|18|Howland Street||405||01752|N|10|2/1/2012 8:36:00 PM|1023|A|2|3|12|0|2|3324|0.08|2853
MF|71332937|NB113039|NB4472|ACT|264900|142-144|Margin St||364||01841|N|1|1/31/2012 1:50:00 PM|1|B|3|3|15|3|6|6274|0.14|3759
MF|71332948|FR001134|FR0046|ACT|209999|44|Wall St||161||02723|N|11|2/29/2012 1:20:00 PM|2047|F|2|2|12|0|0|4792|0.11|2820
MF|71332979|E0000RSC|E31301|ACT|214000|111|River Street||511||01301|N|25|3/9/2012 10:11:00 AM|33554431|G|2|2|8|1|5|13285|0.3|1794
MF|71332992|CT002939|BB3041|ACT|279000|302|Pond St||2015||02895|N|9|1/31/2012 3:19:00 PM|511|C|4|4|22|0|9|9148|0.21|4920
MF|71333033|FR001230|FR0045|ACT|93900|83|Holland St||161||02720|N|1|1/31/2012 4:30:00 PM|1|A|2|3|10|0|0|4547|0.1|1200
MF|71333039|BB902995|BB9924|ACT|260000|343|Brown||67|SAT|02703|N|5|1/31/2012 4:34:00 PM|31|F|2|2|12|0|6|9818|0.23|2400
MF|71333086|BB984979|BB0125|PCG|75000|190|Manton Ave||2010||02909|U|23|1/31/2012 5:30:00 PM|8388607|F|2|2|10|0|0|2801|0.06|2002
MF|71333107|TM000959|AC0322|ACT|129900|11|Crescent St||428||01550|N|30|1/31/2012 6:12:00 PM|1073741823|A|2|2|10|0|4|4411|0.1|2046
MF|71333128|M8001089|AC1494|ACT|150000|17-19|Gates Street||858||01040|N|8|1/31/2012 7:14:00 PM|255|J|3|3|15|3|3|10890|0.25|4893
MF|71333130|FR000747|BB0440|ACT|425000|43|East St||34||02038|N|2|2/12/2012 12:54:00 PM|3|E|5|2|14|0|8|5120|0.12|3472
MF|71333175|G8000644|AC1875|ACT|279900|590-594|Main st||850||01089|N|5|1/31/2012 10:02:00 PM|31|C|4|2|20|0|6|12196|0.28|2401
MF|71333190|B8001172|BB9088|ACT|325000|31|Library St||22||02150|N|13|1/31/2012 10:48:00 PM|8191|B|3|3|14|0|0|3956|0.09|3174
MF|71333217|BB809389|BB5673|ACT|134900|85|Shawmut Ave||156||02740|N|2|2/1/2012 6:06:00 AM|3|A|2|2|9|1|4|3923|0.09|1806
MF|71333258|TM000959|AC0322|ACT|120000|40|Prospect St||423||01535|Y|30|2/1/2012 8:31:00 AM|1073741823|A|2|2|12|0|4|43560|1|3526
MF|71333273|BB808784|BB9325|ACT|10500000|318|Beacon Street||1|101|02116|N|20|2/27/2012 4:06:00 PM|1048575|P|5|5|19|4|1|3900|0.09|10500
MF|71333343|H3500712|K95580|ACT|189900|19 (A/B)|Washington Ave||466||01475|N|25|2/2/2012 10:44:00 AM|33554431|F|2|2|8|2|2|10956|0.25|2644
MF|71333378|K9500037|K95416|ACT|235000|2|Simond st.||445||01501|N|15|2/1/2012 11:17:00 AM|32767|F|2|1|8|0|3|10796|0.25|1397
MF|71333384|FR000051|FR0009|ACT|195000|229|Osborn||161|11H|02724|N|1|2/1/2012 5:59:00 PM|1|J|3|3|18|0|4|3920|0.09|4020
MF|71333442|K8001157|K95638|ACT|189000|41|Ripley St||401||01610|N|16|2/1/2012 4:05:00 PM|65535|B|3|3|18|0|2|8688|0.2|3871
MF|71333512|G8000644|AC1875|ACT|189000|448|Hampshire st||364||01841|N|1|2/1/2012 1:48:00 PM|1|A|2|2|13|0|2|2800|0.06|2424
MF|71333520|BB954769|BB3391|ACT|235000|37|Fruit St||441||01757|N|13|2/1/2012 1:53:00 PM|8191|G|2|2|10|0|4|7500|0.17|1415
MF|71333543|BB905221|BB9944|PCG|525000|63|Swett Hill Rd||411||01564|N|22|2/1/2012 2:23:00 PM|4194303|A|2|2|11|3|8|151589|3.48|3884
MF|71333657|H3587723|H95136|ACT|93000|84|Highland Ave||455||01420|Y|10|2/1/2012 4:49:00 PM|1023|A|2|2|9|0|2|5052|0.12|2296
MF|71333666|BB802456|BB4772|ACT|200000|154|Lawrence St||185||02302|N|3|2/1/2012 4:33:00 PM|7|B|3|3|14|0|4|6970|0.16|3282
MF|71333706|BB922207|BB8195|ACT|359900|330|Dorchester Street||1|005|02127|N|3|2/1/2012 5:44:00 PM|7|A|2|2|0|0|2|1786|0.04|2254
MF|71333730|BB923030|BB9068|ACT|2299000|196|Endicott Street||1|103|02113|N|1|2/1/2012 6:39:00 PM|1|M|4|4|20|0|0|1170|0.03|4000
MF|71333740|C3207139|NB4130|BOM|389900|11|Winthrop Rd||14||02149|N|3|2/1/2012 7:15:00 PM|7|A|2|3|12|0|4|3740|0.09|2472
MF|71333769|BB985242|AC1777|ACT|729000|93|Atlantic Ave.||345|SBE|01952|N|23|2/6/2012 9:33:00 PM|8388607|C|4|2|20|0|0|4660|0.1|4060
MF|71333813|BB804316|BB2685|ACT|270000|115|Deering Rd||1|003|02126|N|3|2/1/2012 11:53:00 PM|7|J|3|3|16|0|0|4000|0.09|3362
MF|71333818|BB810090|NB3904|ACT|280000|71|Maywood Street||1|004|02119|N|1|2/2/2012 12:17:00 AM|1|B|3|3|17|0|0|1811|0.04|3927
MF|71333845|BB801643|AC0477|ACT|239900|961|South Main St||67||02703|N|13|2/2/2012 8:21:00 AM|8191|G|2|2|8|0|6|56628|1.3|1681
MF|71333859|F00196RM|F19601|ACT|175000|15|West Main Street||1157||03865|N|5|2/6/2012 11:26:00 AM|31|C|4|3|15|0|4|15682|0.36|3019
MF|71333881|CT000883|AC0258|ACT|231000|342|Lower County Rd||105|DPT|02639|Y|4|2/2/2012 9:48:00 AM|15|C|4|2|14|0|8|43560|1|1642
MF|71333943|BB980320|BB9940|ACT|99900|436|Mill St||156||02740|Y|20|2/2/2012 11:08:00 AM|1048575|G|2|2|10|0|0|2804|0.06|2204
MF|71333960|BB980262|AC0983|ACT|460000|254|Roslindale Ave||1|008|02131|N|9|3/10/2012 7:16:00 PM|511|A|2|3|12|0|6|5663|0.13|2262
MF|71333970|M8000245|M95391|ACT|110000|63|York||850||01089|N|2|2/2/2012 11:39:00 AM|3|G|2|2|10|2|4|0.18|0|1928
MF|71333977|M9501051|M95389|ACT|164900|69|Sprague St||850||01089|N|7|2/6/2012 4:58:00 PM|127|G|2|2|10|0|6|3926|0.09|1716
MF|71333993|TM000115|AC1630|ACT|155000|14|Bridge St||438||01504|N|12|2/2/2012 12:05:00 PM|4095|M|4|2|18|0|12|4043|0.09|3928
MF|71334009|BB902844|BB8192|ACT|169900|16|Faith St||173||02780|N|3|2/3/2012 5:11:00 PM|7|A|2|2|10|2|0|5663|0.13|2212
MF|71334028|BB980922|BB2432|ACT|489000|29|MSGR PATRICK J. LYDON WAY||1|04S|02124|N|6|2/2/2012 12:54:00 PM|63|B|3|3|15|0|0|3751|0.09|3405
MF|71334071|CT004415|B71901|ACT|239900|1|North Warren Street||301||01801|N|1|2/2/2012 1:53:00 PM|1|G|2|3|7|0|2|3695|0.08|1685
MF|71334103|BB922888|BB4705|ACT|585000|269|Emerson||1||02127|N|2|2/27/2012 2:21:00 PM|3|A|99|0|99|0|0|2800|0.06|1300
MF|71334109|NB115025|NB5174|ACT|246000|9-11|Harrison Street||372|BLV|01852|N|10|2/2/2012 2:37:00 PM|1023|D|2|3|14|0|0|4424|0.1|3405
MF|71334115|C9500506|C95065|ACT|168000|8|Dexter St.||352||01830|N|1|2/3/2012 10:52:00 AM|1|B|3|3|11|0|3|5905|0.14|5905
MF|71334123|NB115172|AC0348|ACT|109000|16|Emmet St||185|MNT|02302|N|1|2/9/2012 3:23:00 PM|1|B|3|3|11|0|1|2400|0.06|2450
MF|71334131|A8000435|BB4624|ACT|369900|17|Mount Ida Rd||1|002|02122|N|5|2/2/2012 3:07:00 PM|31|B|3|3|18|0|0|3982|0.09|4131
MF|71334244|H8000420|H95001|ACT|224000|35|Clark Road||466||01475|N|8|2/11/2012 6:24:00 PM|255|A|2|1|8|2|6|54886|1.26|2432
MF|71334255|H1383416|H33100|ACT|134900|46|Franklin Street||454||01453|Y|8|3/22/2012 11:23:00 AM|255|A|2|2|9|0|6|146361|3.36|2211
MF|71334274|K0003304|K01596|ACT|149900|65|Laurel St||401||01605|N|27|2/2/2012 7:46:00 PM|134217727|A|2|2|10|0|0|3977|0.09|1972
MF|71334333|H9463062|H95148|ACT|119900|175|Prichard St||455||01420|N|19|2/3/2012 8:20:00 AM|524287|G|2|2|12|2|4|5676|0.13|2900
MF|71334423|G8002213|G61700|ACT|199900|4-6|Union Street||365||01844|N|11|2/3/2012 11:45:00 AM|2047|G|2|3|8|1|4|4900|0.11|2282
MF|71334538|BB980675|AC1248|ACT|679000|10-12|Milton Ave||39|WNT|02465|N|8|2/3/2012 2:39:00 PM|255|G|2|2|12|0|6|10822|0.25|3016
MF|71334655|CT003888|AC1163|ACT|110000|61-63|Lyons St||839||01151|N|1|2/9/2012 12:05:00 PM|1|A|2|2|8|0|3|5611|0.13|1908
MF|71334702|BB900564|AC1295|ACT|99900|10|Lawrence St||173||02780|Y|19|2/3/2012 9:32:00 PM|524287|A|2|2|9|0|2|3920|0.09|1366
MF|71334730|H0544444|K95491|ACT|43900|105|Grant Street||465||01440|Y|1|2/4/2012 8:10:00 AM|1|G|2|2|8|0|0|12946|0.3|2214
MF|71334768|BB982667|BB8137|ACT|619900|82|Middle St||194||02184|N|6|2/4/2012 6:44:00 PM|63|B|3|3|18|0|10|37200|0.85|4035
MF|71334910|BB954121|BB5046|ACT|339900|117|Snipsic Lake Road||3049||06029|N|6|2/5/2012 10:07:00 AM|63|D|2|2|11|2|6|30056|0.69|2345
MF|71334950|G8000583|G95064|ACT|425000|8|Book||371||01826|N|7|2/5/2012 2:19:00 PM|127|L|4|2|25|0|8|5249|0.12|4857
MF|71334966|H8000681|K95580|ACT|169900|161|Mt. Vernon Street||455||01420|N|2|2/5/2012 5:01:00 PM|3|J|3|3|14|0|6|11325|0.26|3790
MF|71335003|BB800911|BB4672|ACT|249900|880|washington||67||02703|N|1|2/6/2012 12:26:00 AM|1|J|3|3|15|0|4|4792|0.11|3002
MF|71335008|B8001104|G95223|ACT|269000|6|Allen Ln||329||01938|Y|1|2/6/2012 1:34:00 AM|1|A|2|1|8|0|4|15146|0.35|1578
MF|71335031|A9500350|A95043|ACT|279900|87|Washington St||188||02351|N|1|2/6/2012 11:23:00 AM|1|A|2|2|15|0|7|30038|0.69|2432
MF|71335094|TEAM0206|BB3342|ACT|479000|20-22|Rosaria St||1|05Q|02122|N|17|2/6/2012 10:26:00 AM|131071|A|2|2|10|0|2|4500|0.1|2160
MF|71335114|BB803635|BB9944|ACT|249900|35|Nelson Street||454||01453|N|14|2/6/2012 11:39:00 AM|16383|A|2|0|12|0|8|16125|0.37|2224
MF|71335170|CT004715|M95385|ACT|450000|4-6|laurel street||320||01923|N|3|2/6/2012 12:11:00 PM|7|G|2|2|10|0|1|10018.8|0.23|1250
MF|71335198|C0001240|BB5145|ACT|649900|218|Moore St.||372||01852|N|2|2/6/2012 12:47:00 PM|3|O|7|2|0|0|1|9557|0.22|8388
MF|71335219|G0002132|G61700|ACT|239500|32-36|Forest||364||01841|N|4|2/7/2012 12:25:00 PM|15|B|3|2|14|3|6|10321|0.24|3158
MF|71335250|NB110552|BB3468|ACT|424000|1891-1893|Hyde Park Ave||1||02136|N|2|2/6/2012 2:08:00 PM|3|A|2|2|13|0|3|7405|0.17|3105
MF|71335273|CT004468|BB5807|ACT|139000|2|Jean St||156||02746|N|27|2/6/2012 4:11:00 PM|134217727|A|2|2|8|0|3|3741|0.09|1304
MF|71335276|BB904892|BB4624|PCG|199900|335|Richmond Street||173||02718|N|9|2/6/2012 2:42:00 PM|511|F|2|2|8|0|6|14810|0.34|1792
MF|71335279|NB110834|AC1038|ACT|279900|33|Worcester Street||352||01832|N|11|2/6/2012 2:45:00 PM|2047|G|2|3|13|2|4|7885|0.18|2684
MF|71335305|NB110834|AC1038|ACT|259900|156|North Broadway||352||01832|N|2|2/6/2012 3:22:00 PM|3|G|2|2|8|1|6|17197|0.39|2034
MF|71335328|C8000035|C95098|ACT|199700|16|Perkins St||326||01930|Y|9|2/6/2012 3:47:00 PM|511|A|2|2|9|0|3|7022|0.16|1822
MF|71335353|FR000264|FR0212|ACT|159900|654-656|Brock Ave||156|NSO|02744|N|8|2/6/2012 4:09:00 PM|255|A|2|2|8|0|0|2502|0.06|2072
MF|71335354|FR800563|FR0212|ACT|89900|56|Willow St||156||02740|N|8|2/6/2012 4:09:00 PM|255|A|2|2|8|2|2|3728|0.09|1392
MF|71335391|BB805664|FR0126|ACT|159900|130|TALLMAN STREET||156|NNO|02746|N|9|2/27/2012 12:56:00 PM|511|B|3|3|15|2|2|4200|0.1|3582
MF|71335457|K8001917|K95638|ACT|158000|92|Penn Ave.||401||01604|N|1|2/6/2012 7:13:00 PM|1|B|3|3|21|0|6|6650|0.15|3942
MF|71335469|M9500514|M95251|ACT|70000|17|Reed Ave||857||01020|Y|3|2/6/2012 8:15:00 PM|7|A|2|2|8|0|2|6098|0.14|1496
MF|71335527|A0001342|BB9566|ACT|380000|44|Rhodes Circle||200||02043|N|19|2/7/2012 8:42:00 AM|524287|F|2|1|11|2|4|12632|0.28|2066
MF|71335657|BB801813|NB1621|ACT|233000|78|Callender Street||1|002|02124|U|3|2/7/2012 12:20:00 PM|7|B|3|3|13|0|2|3250|0.07|2132
MF|71335671|BB911043|BB9628|ACT|438000|131|West Rd||462||01431|N|4|2/7/2012 12:31:00 PM|15|F|2|3|16|0|10|195148|4.48|5063
MF|71335688|BB810625|BB3297|ACT|350000|219|Metacom Ave||2006||02809|N|6|2/7/2012 2:01:00 PM|63|A|2|2|14|0|10|106286|2.44|3073
MF|71335787|M9500619|M95232|ACT|129900|705-707|Union||839|843|01109|N|1|2/9/2012 3:05:00 PM|1|D|2|2|10|0|4|8128|0.19|8128
MF|71335798|G0002969|G61700|ACT|244000|49|Phillip Street||364||01843|N|7|2/7/2012 2:57:00 PM|127|B|3|3|15|0|0|3483|0.08|3483
MF|71335886|BB801828|BB1496|ACT|429900|97|West High Street||191||02322|N|26|2/9/2012 8:23:00 AM|67108863|A|2|2|13|1|6|87120|2|4543
MF|71335888|BB804755|BB9840|ACT|194000|28|Holly Street||67|SAT|02703|N|8|2/7/2012 4:57:00 PM|255|A|2|2|7|1|2|8009|0.18|1635
MF|71335907|BB921722|NB4976|ACT|299900|18|Woodward St||14||02149|N|1|2/9/2012 1:22:00 PM|1|B|3|2|14|0|6|5230|0.12|2569
MF|71335922|M8000124|M95340|ACT|129900|29|Call St||857||01013|N|2|2/7/2012 6:06:00 PM|3|A|2|2|10|0|4|7405|0.17|1972
MF|71335927|K0001400|K95308|ACT|101500|36|Lake Street`||432||01570|N|1|2/7/2012 6:30:00 PM|1|P|5|2|13|2|2|0.12|0|5108
MF|71335938|BB922876|AC0625|ACT|359900|19|Harrison Street||1|008|02131|N|3|2/8/2012 1:28:00 PM|7|A|2|3|13|0|2|4792|0.11|2890
MF|71335988|CT002489|K95398|ACT|135000|1|Ely St||401||01610|N|30|2/7/2012 10:23:00 PM|1073741823|J|3|2|13|0|1|3429|0.08|2014
MF|71335996|H9500192|H22600|ACT|194500|1|Arlington St||454|19D|01453|N|22|2/7/2012 11:02:00 PM|4194303|G|2|3|12|0|4|4956|0.11|2528
MF|71336003|G9502951|AC0190|ACT|359500|32|Walker Rd||1011||03811|N|24|2/8/2012 12:12:00 AM|16777215|A|1|2|11|2|6|50094|1.15|3140
MF|71336076|H9500082|G80039|ACT|204900|10-12|Pleasant Ter||364||01841|N|1|2/8/2012 5:12:00 PM|1|A|2|2|10|1|3|3512|0.08|2398
MF|71336165|H0202020|H62400|ACT|37900|124|N Main St||473||01364|Y|13|2/8/2012 11:57:00 AM|8191|A|2|2|14|0|2|12632|0.29|2128
MF|71336166|BB922316|BB5534|ACT|769900|536-540|Main||301|42A|01801|N|6|2/8/2012 11:58:00 AM|63|E|9|3|20|0|10|12480|0.29|4194
MF|71336168|H8000440|H10903|PCG|99900|10|8th St||523||01376|Y|10|2/8/2012 11:58:00 AM|1023|A|2|3|8|0|2|2433|0.06|2520
MF|71336176|FR000340|AC1637|ACT|249000|11|Lincoln St||156|NWE|02740|N|11|2/8/2012 12:10:00 PM|2047|M|4|1|13|2|4|5455|0.13|3343
MF|71336182|BB801704|BB5257|ACT|1500000|36|Cunard Street||1|05U|02120|N|1|2/8/2012 12:16:00 PM|1|C|4|4|18|0|0|4288|0.1|3216
MF|71336197|BB801704|BB5257|ACT|1500000|38|Cunard Street||1|05U|02120|N|1|2/8/2012 12:44:00 PM|1|C|4|4|18|0|0|4288|0.1|3216
MF|71336215|A0000948|A01801|ACT|299000|66|South Street||213||02360|N|9|2/8/2012 1:30:00 PM|511|G|2|2|10|0|0|21780|0.5|3084
MF|71336246|K0002699|K95555|ACT|499000|461|South St||405||01752|N|25|2/8/2012 1:42:00 PM|33554431|F|2|2|8|1|22|18295|0.42|4494
MF|71336260|B9500154|B95053|ACT|399900|14|Fairview Avenue||15||02148|N|23|2/8/2012 1:55:00 PM|8388607|A|2|3|10|0|6|5500|0.13|2388
MF|71336272|BB901999|BB2640|ACT|669000|124|Boyd St||39||02458|N|1|2/9/2012 10:41:00 AM|1|G|2|3|13|2|4|7200|0.17|3176
MF|71336332|BB980366|BB2435|ACT|1395000|25-27|Crosby Road||39|CNH|02467|N|24|2/9/2012 10:29:00 AM|16777215|J|3|4|19|2|5|12600|0.29|4235
MF|71336361|TM005072|AC0766|ACT|219900|25|Rollins St||364||01841|N|11|2/15/2012 10:33:00 AM|2047|A|2|2|10|2|2|5000|0.11|1700
MF|71336389|K0001525|K01222|PCG|134900|50|Lakeside Ave||432||01570|Y|1|2/8/2012 4:09:00 PM|1|C|4|2|16|1|4|10454|0.24|2158
MF|71336395|BB300940|BB1494|ACT|769000|25|John A Andrew||1|007|02130|N|15|2/8/2012 4:15:00 PM|32767|G|2|3|11|2|2|5558|0.13|3468
MF|71336446|B8001299|B95099|ACT|589000|44|Dexter St||15|WTE|02148|N|23|3/6/2012 9:49:00 PM|8388607|A|2|2|11|2|8|18625|0.43|3652
MF|71336538|CT006242|BB2035|ACT|180000|420|Centre Ave||188|NAT|02351|N|22|2/8/2012 8:45:00 PM|4194303|A|2|1|9|0|4|7000|0.16|1476
MF|71336548|A9500360|A95044|ACT|450000|39|FOX  STREET||1|002|02125|N|3|2/8/2012 9:28:00 PM|7|B|3|3|17|1|2|5421|0.12|3591
MF|71336604|BB801490|B95178|ACT|349900|40|Hawthorne St||22||02150|N|8|2/9/2012 8:49:00 AM|255|M|4|3|14|0|4|2117|0.05|2312
MF|71336691|BB809482|AC1991|ACT|399900|40-42|Prichard St||455||01420|N|14|2/9/2012 10:52:00 AM|16383|E|10|3|41|0|10|1228|0.03|3144
MF|71336695|BB806361|D95006|ACT|649900|20-22|Brookline St||41|37E|02472|N|12|2/9/2012 10:57:00 AM|4095|G|2|2|11|2|4|7670|0.18|2080
MF|71336697|CT003796|C99300|ACT|259900|4 1/2|Sprague Street||315||01960|N|3|2/13/2012 10:29:00 AM|7|A|2|2|4|2|7|5200|0.12|1700
MF|71336699|CT003796|C99300|ACT|299900|42|Holten St||315||01960|N|4|2/13/2012 10:30:00 AM|15|A|2|2|10|2|7|6098|0.14|2192
MF|71336704|BB300388|BB4968|ACT|435000|1270-1288|Pleasant Street||161||02723|N|3|2/9/2012 11:10:00 AM|7|E|14|4|54|0|1|9991|0.23|33947
MF|71336786|BB982399|AC1305|ACT|1175000|8|Alleghany St||1|107|02120|N|23|2/9/2012 12:29:00 PM|8388607|B|3|2|16|0|0|6577|0.15|4530
MF|71336812|G8000442|AC1517|ACT|260000|26|Easton St||364|SLW|01843|N|2|2/25/2012 2:13:00 AM|3|A|2|2|9|0|2|5000|0.11|2119
MF|71336853|BB809571|NB1840|ACT|1459000|46|Radnor Rd||1|04Z|02135|N|3|3/18/2012 10:02:00 PM|7|G|2|2|16|2|7|5663|0.13|3797
MF|71337005|FR000264|FR0212|ACT|149900|256|Weld St||156||02740|N|3|2/9/2012 5:27:00 PM|7|B|3|3|15|0|0|2486|0.06|2589
MF|71337013|NB110637|NB2727|ACT|130000|34|Tremont Street||185||02301|N|1|2/9/2012 5:40:00 PM|1|A|2|2|14|0|4|3049|0.06|2648
MF|71337030|BB808104|NB1840|ACT|305000|22|Lawrence Avenue||1|05K|02121|N|20|2/9/2012 6:51:00 PM|1048575|A|2|3|11|0|4|4039|0.09|2900
MF|71337039|A8001094|BB3458|ACT|347500|166|Cottage St||34||02038|U|13|2/9/2012 7:42:00 PM|8191|A|2|3|10|0|6|17490|0.4|2300
MF|71337091|CT003888|AC1163|ACT|130000|11-15|Lockwood Ave||839||01151|N|1|2/10/2012 1:00:00 AM|1|F|2|2|8|0|0|5854|0.13|1700
MF|71337126|NB115172|AC0348|ACT|249900|28|Harvard||185||02301|N|1|2/10/2012 9:06:00 AM|1|A|2|2|7|0|8|7405|0.17|2655
MF|71337148|BB902688|NB1251|ACT|155000|42|4th Ave.||454||01453|Y|14|2/10/2012 9:52:00 AM|16383|A|2|2|9|0|2|13660|0.31|1291
MF|71337230|BB302018|BB4624|ACT|369900|21|Grove St.||181||02324|N|25|2/10/2012 12:03:00 PM|33554431|B|3|2|14|2|8|12000|0.28|3159
MF|71337232|FR000784|FR0163|ACT|175000|358|No. Front Street||156||02745|N|1|2/10/2012 12:07:00 PM|1|E|6|3|30|0|0|3980|0.09|6000
MF|71337253|BB802302|BB9212|ACT|479000|21|Argyle St||1|002|02124|N|2|2/10/2012 12:32:00 PM|3|B|3|3|18|0|0|3948|0.09|3840
MF|71337272|FR000784|FR0163|ACT|179900|41-45|Linden Street||156||02740|N|1|2/10/2012 12:59:00 PM|1|E|6|3|30|0|2|2935|0.07|5640
MF|71337285|FR000784|FR0163|ACT|219900|171|Weld St||156||02740|N|1|2/10/2012 1:48:00 PM|1|E|8|3|29|0|0|3991|0.09|6390
MF|71337304|FR000784|FR0163|ACT|165000|1026-1028|Pleasant Street||156||02740|N|1|2/10/2012 1:40:00 PM|1|E|7|3|15|0|3|6602|0.15|3563
MF|71337309|BB805513|BB8192|ACT|224900|8|Spring St.||173||02780|N|27|2/10/2012 1:43:00 PM|134217727|A|2|3|13|1|5|6970|0.16|3100
MF|71337313|B8001216|AC0857|ACT|185000|481|HIGH STREET||364|NLW|01841|U|1|2/10/2012 6:29:00 PM|1|B|3|3|9|1|4|6830|0.16|2492
MF|71337345|FR000784|FR0163|ACT|235000|503-507|No. Front Street||156||02746|N|1|2/10/2012 2:37:00 PM|1|E|11|3|36|0|3|4206|0.1|6915
MF|71337351|FR800289|FR0045|ACT|299000|144-150|Forest St||161||02720|N|6|2/10/2012 2:54:00 PM|63|E|8|3|27|0|6|7841|0.18|7003
MF|71337353|TM000682|BB5918|ACT|1799000|24|Wellington St.||1|104|02118|N|12|2/10/2012 2:46:00 PM|4095|C|4|4|10|0|2|1758|0.04|3000
MF|71337355|BB980364|BB6013|ACT|450000|1030|Commercial Street||193||02189|N|14|3/19/2012 3:45:00 PM|16383|C|4|2|13|0|4|34510|0.79|2812
