PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET
RN|71354402|TEAM0178|M95354|ACT|1800|202|Liberty St|2|195||02169||9|3/20/2012 9:03:00 PM|511|C|5|2|1|0|Y|1|99999999|1076
RN|71354403|BB807333|AC1404|ACT|1200|209|Kendrick Avenue|209|195||02169||12|3/20/2012 9:03:00 PM|4095|D|5|2|1|0|N|1|0|1000
RN|71354411|BB901868|BB5991|ACT|1800|10|Doyle Lane|10|48||01748||12|3/20/2012 9:17:00 PM|4095|B|5|2|1|1|N|2|1300|1300
RN|71354416|BB981488|BB1591|ACT|1500|40|Dow|1|46||01702||8|3/20/2012 9:27:00 PM|255|D|5|3|1|0|N|2|0|1000
RN|71354434|K9502907|BB3170|ACT|2100|63|Alvarado Ave|63|401||01604||9|3/20/2012 10:38:00 PM|511|A|10|4|2|1|N|0|14595|2115
RN|71354435|K9502907|BB3170|ACT|1200|278|Belmont St|A|401||01604||14|3/20/2012 10:39:00 PM|16383|B|5|2|2|0|Y|2|0|1200
RN|71354437|B0343809|B71901|ACT|1950|9|Robert St|9|61||01803||2|3/20/2012 11:03:00 PM|3|A|7|3|2|0|N|4|10000|1664
RN|71354449|BB810498|NB5351|ACT|1650|41|Winston Rd|3|1||02124||8|3/20/2012 11:51:00 PM|255|D|8|3|1|0||1|99999999|99999
RN|71354454|NB110347|BB4697|ACT|1375|60|Babcock Street|45|12||02446||8|3/25/2012 8:07:00 AM|255|C|2|0|1|0||0|9999|500
RN|71354494|BB903293|BB3430|ACT|1650|140|Commonwealth Ave|2|68||02763||1|3/21/2012 8:07:00 AM|1|C|5|2|2|1|Y|1|9999|1703
RN|71354499|K0001042|K01440|ACT|900|6|Apricot Street|8|401||01603||7|3/21/2012 8:12:00 AM|127|C|4|2|1|0|N|1|0|750
RN|71354526|BB807885|FR0045|ACT|725|159|Maple St|2|163||02726||5|3/22/2012 6:32:00 AM|31|D|4|1|1|0||2|9583|1641
RN|71354528|D0005083|D60001|ACT|1600|52|Lawrence Dr.|M-608|372||01854||3|3/21/2012 9:14:00 AM|7|C|4|2|2|0|Y|1|0|1492
RN|71354565|FR000219|FR0068|ACT|1200|19|ALBERTO|2|160|40B|02790||4|3/21/2012 9:57:00 AM|15|D|4|2|1|0|N|2|20000|800
RN|71354569|BB901033|BB2600|ACT|900|84|pleasant|1|190||02368||3|3/21/2012 9:59:00 AM|7|D|3|1|1|0||1|0|700
RN|71354593|D0006378|AC0977|ACT|1800|51|Kensington Dr|0|376||01824||19|3/21/2012 10:18:00 AM|524287|A|8|3|1|0|N|4|23058|1296
RN|71354621|TEAM0213|AC1952|ACT|1200|6|Bennington St|0|839|841|01108||1|3/21/2012 3:50:00 PM|1|A|6|3|1|1||4|6142|1449
RN|71354641|CT002957|AC1531|ACT|2100|2|Grant St|1|305||02180||1|3/21/2012 11:01:00 AM|1|B|6|2|1|1|N|3|0|1561
RN|71354645|BB810812|BB5919|ACT|4400|258|Marlborough St|4|1|101|02116||10|3/21/2012 11:08:00 AM|1023|C|5|2|2|0||0|99999|1420
RN|71354652|C2328839|C67300|ACT|1950|150|High St.|1|320|DNP|01923||15|3/21/2012 11:16:00 AM|32767|A|8|4|3|1|Y|4|9900|2400
RN|71354669|NB900302|NB9256|PCG|2300|1137|Massachusetts Ave|42|13|HVS|02138||6|3/21/2012 11:37:00 AM|63|C|3|1|1|0|N|1|473|473
RN|71354682|A8001934|A98010|ACT|1700|36|Clifton Ave.|36|196|17U|02045||0|3/21/2012 11:47:00 AM|0|A|8|4|3|0|Y|4|12000|1996
RN|71354701|BB985157|AC0925|ACT|3750|77|Fayette Street|77|41||02472||7|3/21/2012 5:31:00 PM|127|B|9|4|3|1|Y|3|9143|2450
RN|71354713|BB302546|AC1833|ACT|1200|93B|Tower Road|93B|64||01773||3|3/21/2012 12:11:00 PM|7|D|3|1|1|0||1|0.91|400
RN|71354724|G0002142|G62134|ACT|3250|7|Whispering Pines Dr|7|363||01810||7|3/21/2012 12:31:00 PM|127|A|7|3|2|0|Y|4|31840|2448
RN|71354727|BB300311|BB1495|ACT|1400|295|Thacher Street|1|28|22M|02186||1|3/21/2012 12:33:00 PM|1|D|5|2|1|0|N|2|0.14|1300
RN|71354730|B0607047|C70100|ACT|3500|3|Johns Avenue|1|321||01949||16|3/28/2012 4:21:00 PM|65535|A|8|3|2|0||2|66000|3870
RN|71354733|B9500797|B95195|PCG|1100|9|Glen Ave|19|376||01824||6|3/21/2012 12:45:00 PM|63|C|4|2|1|0||2|999|685
RN|71354740|CT002892|C95098|ACT|8000|58|River|0|57||02493||9|3/21/2012 12:50:00 PM|511|A|12|6|5|0|Y|8|110965|6200
RN|71354753|FR000674|NB1609|ACT|950|30|Lucas St|1|156|23D|02744||9|3/21/2012 1:00:00 PM|511|A|3|2|1|0|N|2|3485|580
RN|71354775|D9500065|D66001|ACT|1300|3|Conant|0|380||01460||7|3/21/2012 1:21:00 PM|127|D|4|2|1|0|N|4|21230|800
RN|71354783|CT006741|NB2211|ACT|2500|2|Earhart|402|13||02141||5|3/21/2012 1:26:00 PM|31|C|3|1|1|0||1|650|650
RN|71354804|TEAM0438|AC0645|ACT|1900|74|Riverview Ave|74|852||01106||6|3/22/2012 1:44:00 PM|63|A|8|3|1|1||3|0.11|2180
RN|71354828|BB803896|AC0094|ACT|850|139|Colonel Bell Dr|4|185||02301||1|3/21/2012 2:10:00 PM|1|C|3|1|1|0|N|1|99999|700
RN|71354842|G9500009|G23401|ACT|2000|54|North St.|0|363||01810||9|3/21/2012 2:24:00 PM|511|A|6|3|1|0||6|311018|1288
RN|71354850|C9246885|C69100|ACT|1800|1100|Salem Street|98|313||01960||1|3/21/2012 2:30:00 PM|1|C|6|3|2|0|N|2|0|1501
RN|71354906|CT002725|BB9593|ACT|1600|46|America St|Unit B|46||01702||9|3/21/2012 3:03:00 PM|511|B|6|3|1|0|N|4|0.12|1092
RN|71354927|BB810251|AC1977|ACT|1600|21|Green Street|3|316||01970||6|3/21/2012 3:29:00 PM|63|C|5|2|1|0|N|1|4800|1300
RN|71354936|BB985098|BB9571|ACT|800|117|Central Street|F-1|58||01720||8|3/21/2012 4:48:00 PM|255|D|3|1|1|0|N|2|0|550
RN|71354950|B8000041|BB2438|ACT|2600|19|Chauncy Street|1B|13|HVS|02138||8|3/21/2012 3:47:00 PM|255|C|4|2|2|0|Y|1|9999|1180
RN|71355005|NB115367|AC0365|ACT|1400|38|Underhill Streer|2|21||02152||7|3/21/2012 4:47:00 PM|127|D|6|3|1|0||0|99999|99999
RN|71355016|NB110978|NB1756|ACT|1500|1004|Paradise Road|2-E|317||01907||3|3/21/2012 4:55:00 PM|7|C|5|2|2|0|Y|1|1183|1183
RN|71355029|NB115054|K95555|ACT|1900|849|Boston Post Rd E|1D|405|EMB|01752||14|3/21/2012 5:05:00 PM|16383|B|8|2|2|1|Y|2|0.1|1848
RN|71355038|BB980314|BB3833|ACT|975|87|Crafts St|R|39||02458||0|3/21/2012 5:19:00 PM|0|D|2|1|1|0||1|8300|550
RN|71355040|BB902160|BB3646|ACT|1250|1487|Hyde Park Ave|1|1|006|02136||1|3/21/2012 5:21:00 PM|1|D|4|2|1|0|N|1|5227|875
RN|71355072|BB803134|BB2035|ACT|1350|147|Centre|107|185||02302||5|3/21/2012 6:23:00 PM|31|C|4|2|2|0|Y|2|0|1100
RN|71355102|CT000303|AC1531|ACT|3200|48|White St|1|44||01890||5|3/21/2012 8:51:00 PM|31|A|8|5|2|0||5|14700|1872
RN|71355143|BB802265|BB8150|ACT|1800|198|Silverwood|1|173||02780||16|3/22/2012 5:24:00 PM|65535|A|7|3|2|0|N|4|0.59|2500
RN|71355151|NB115046|NB3090|ACT|950|26|Douglas St|2|401|CLH|01603||2|3/21/2012 10:10:00 PM|3|D|6|3|1|0||2|5000|1300
RN|71355166|A0000491|BB9566|ACT|3200|32|Old Bridge Rd|1|204||02339||4|3/21/2012 10:34:00 PM|15|A|8|4|2|1|Y|6|0.72|3120
RN|71355173|H9500014|BB2050|ACT|750|97|Center Road|8|457||01464||6|3/21/2012 11:05:00 PM|63|D|3|1|1|0|N|1|120000|540
RN|71355182|C3463435|AC1632|ACT|1995|39|Baldpate Rd|0|354||01833||30|3/21/2012 11:40:00 PM|1073741823|A|6|2|2|0|N|8|80000|2200
RN|71355211|BB805535|NB4344|ACT|2300|30|Ticonderoga Ln|0|36||02054||10|3/22/2012 6:36:00 AM|1023|A|7|4|1|1||4|26136|1830
RN|71355244|NB111734|BB5738|ACT|1250|31|Woodlawn St|2|14||02149||14|3/22/2012 8:07:00 AM|16383|D|4|2|1|0||0|999|9999
RN|71355245|NB111734|BB5738|ACT|1000|31|Woodlawn St|3|14||02149||11|3/22/2012 8:08:00 AM|2047|D|3|1|1|0||0|999|9999
RN|71355251|CT006830|BB5474|ACT|3500|136|Appleton Street|2NORTH|13|WCM|02138||28|3/26/2012 1:39:00 PM|268435455|B|5|2|1|0|N|0|4325|1200
RN|71355253|BB985492|BB3282|ACT|6000|33|Linnaean Street|3|13|42S|02138||12|3/22/2012 8:35:00 AM|4095|C|7|2|2|0|Y|1|9999999|2211
RN|71355258|CT000197|FR0021|ACT|625|137|17Th St|3|161||02723||5|3/22/2012 8:56:00 AM|31|D|4|2|1|0||0|4143|900
RN|71355351|CT006830|BB5474|ACT|3500|136|Appleton Street|#1 STEINWAY|13||02138||28|3/26/2012 1:42:00 PM|268435455|D|5|2|1|0|N|0|4325|1200
RN|71355352|BB900813|BB9287|ACT|775|171|Highland St.|304|173||02780||1|3/22/2012 11:06:00 AM|1|C|4|1|1|0|Y|1|0|820
RN|71355357|CT004765|FR0235|ACT|750|485|Robeson St|2|161||02720||13|3/22/2012 11:13:00 AM|8191|D|6|3|1|0||0|0|1200
RN|71355421|C9323431|C95157|ACT|1925|36|Intrepid Circle|304|318||01945||6|3/22/2012 12:31:00 PM|63|C|5|2|2|0|Y|2|0|1278
RN|71355423|C8000178|C95245|ACT|2400|54|Oak St|6|319|BEF|01915||4|3/22/2012 12:31:00 PM|15|C|5|2|2|0|Y|1|0|2230
RN|71355431|M9502380|M39601|ACT|850|38|Jennings St|2|857||01020||5|3/22/2012 12:40:00 PM|31|B|5|3|1|0|N|2|5663|1320
RN|71355441|K9502601|AC1028|ACT|2250|15|Stoneybrook Rd|15|443||01536||19|3/22/2012 12:51:00 PM|524287|A|7|4|2|1|Y|6|40075|2216
RN|71355452|NB112082|BB5148|ACT|795|3|Johns Ave|22|189||02343||6|3/22/2012 1:02:00 PM|63|D|3|1|1|0|N|2|99999|500
RN|71355454|BB802878|BB9633|ACT|1800|218|Washington Ave|6|22||02150||1|3/22/2012 1:04:00 PM|1|C|5|2|2|0||2|999|1137
RN|71355485|A0001592|A98250|ACT|2000|15|Middle|1|208|BTR|02050||2|3/22/2012 1:53:00 PM|3|A|5|2|1|0||1|4000|900
RN|71355488|FR000054|FR0045|ACT|900|750|Davol Street|417|161||02720||1|3/22/2012 1:56:00 PM|1|C|3|1|1|0||1|0|585
RN|71355518|TEAM0438|AC0645|ACT|1875|41/43|Mark Dr|41/43|851||01001||9|3/23/2012 3:24:00 PM|511|B|4|2|2|1|N|2|13926|1200
RN|71355523|BB300222|BB0185|ACT|1850|12|GREEN ST|12|69||02762||9|3/22/2012 2:33:00 PM|511|B|5|2|2|1||3|42560|1800
RN|71355525|B8000730|BB9572|ACT|2300|11|Wescott Circle|0|373||01876||21|3/22/2012 2:34:00 PM|2097151|A|8|4|2|1|Y|8|0.46|2052
RN|71355567|BB804144|NB2699|ACT|1395|49|Newcomb St|1|195||02169||4|3/22/2012 3:09:00 PM|15|D|4|2|1|0||2|99999|950
RN|71355576|BB815575|NB5188|ACT|3200|10|museum way|1526|13|ECM|02141||15|3/22/2012 3:19:00 PM|32767|D|5|2|2|0|Y|1|99999|1067
RN|71355593|BB810812|BB5919|ACT|9000|157-159|Newbury St|5|1||02116||7|3/22/2012 3:38:00 PM|127|C|5|3|2|1|Y|1|999999|1423
RN|71355594|M9500619|M95232|ACT|2100|1373|Plumtree|1|839|842|01119||1|3/27/2012 8:28:00 PM|1|A|7|3|4|0|Y|4|33323|1764
RN|71355595|CT002351|BB3178|ACT|700|5455|N Main St|16E|161||02720||1|3/22/2012 3:38:00 PM|1|C|4|2|1|0||2|0|737
RN|71355599|BB300116|M95266|ACT|4500|37|Gay St|37|54||02492||1|3/22/2012 3:42:00 PM|1|A|10|5|3|1|Y|4|13068|3487
RN|71355601|BB804144|NB2699|ACT|1800|267|Safford St|267|195||02170||7|3/22/2012 3:46:00 PM|127|A|8|3|1|1||3|9999|1611
RN|71355610|NB111428|BB5977|ACT|2975|70|Lincoln Street|519|1|112|02111||4|3/22/2012 4:04:00 PM|15|C|3|2|2|0||0|9999|1050
RN|71355612|BB802739|BB8111|ACT|2900|137|Peterborough St|7|1||02215||6|3/22/2012 3:54:00 PM|63|C|5|2|1|0||1|955|955
RN|71355628|A9503185|A95072|ACT|1150|56|Center St|1-3|105|DPT|02639||1|3/22/2012 4:17:00 PM|1|C|4|2|1|0|N|1|0|879
RN|71355635|BB300596|AC1248|ACT|3200|416|Commonwealth|507|1|101|02116||7|3/22/2012 4:22:00 PM|127|C|3|2|2|0||1|0|1245
RN|71355651|A0001648|BB9956|ACT|2200|1081|Boylston Street|1081|39||02164||1|3/23/2012 6:29:00 PM|1|B|7|4|2|0||2|9999|2082
RN|71355672|TEAM0159|BB5817|ACT|2400|58|Charles Rd|58|44||01890||13|3/23/2012 4:14:00 PM|8191|B|8|3|1|1|N|3|5000|1800
RN|71355687|BB902466|BB9185|ACT|1050|6|Kennedy Ln|35|441||01757||6|3/22/2012 5:25:00 PM|63|C|3|1|1|0|Y|2|0|1015
RN|71355699|CT003638|BB5774|ACT|1400|14|Brush Hill Road|2|28||02186||5|3/22/2012 5:39:00 PM|31|D|3|2|1|0||2|0.14|1100
RN|71355752|BB805147|NB4584|ACT|875|1128-1132|Acushnet Ave|2|156||02746||9|3/23/2012 11:03:00 AM|511|D|7|3|1|0|N|1|4547|1000
RN|71355757|BB802070|BB9180|ACT|2000|263|Captain Eames Cir|263|45||01721||4|3/22/2012 8:05:00 PM|15|C|5|2|2|1|Y|2|0|1606
RN|71355762|BB801736|BB5915|ACT|1300|217|Vernon Street|1st|29||02062||6|3/22/2012 8:21:00 PM|63|D|4|1|1|0||2|0|1100
RN|71355765|BB910149|M95268|ACT|950|996|Washington|One|193||02189||1|3/22/2012 8:30:00 PM|1|B|4|1|1|0||1|0|560
RN|71355767|BB982358|NB1112|ACT|1900|502|North Ave|1|307||01880||5|3/22/2012 8:30:00 PM|31|A|6|3|1|1||6|9142|1307
RN|71355769|CT001067|A95406|ACT|1200|100|Fountain Lane|5|193|CSQ|02190||15|3/22/2012 8:34:00 PM|32767|C|5|2|1|0|N|1|0|903
RN|71355784|M8000308|M95390|ACT|1700|170|Sabin St|0|867||01007||15|3/26/2012 5:09:00 PM|32767|A|7|4|3|0||8|40000|2128
RN|71355789|K0001506|K80031|ACT|1500|15|Rydberg Terrace|0|401||01607||11|3/22/2012 9:21:00 PM|2047|A|4|2|1|0|N|3|26523|1125
RN|71355791|BB983090|AC1008|ACT|1600|70A|STRATHMORE ROAD|000|1|04Z|02135||7|3/30/2012 9:54:00 AM|127|C|4|2|1|0||0|660|660
RN|71355793|CT005245|BB5153|ACT|1500|338|Warren St|6|1|004|02119||14|3/22/2012 9:38:00 PM|16383|D|5|3|1|0|N|0|5205|1100
RN|71355815|E9500717|BB5474|ACT|2700|26|Oakley Road|2|41||02472||1|3/22/2012 10:40:00 PM|1|D|9|4|2|0|Y|2|6000|2000
RN|71355818|BB921130|BB3502|ACT|1950|15|North Beacon|807|1|010|02134||5|3/22/2012 10:43:00 PM|31|C|3|1|1|0|N|1|99999999|647
RN|71355833|CT001804|AC0733|ACT|4200|7|Stetson Street|-|12||02446||18|3/22/2012 11:52:00 PM|262143|A|8|4|2|1||2|0|2000
RN|71355835|CT001804|AC0733|ACT|1300|197|Kent Street|12A|12|06Z|02446||8|3/23/2012 12:05:00 AM|255|C|2|0|1|0||0|0|425
RN|71355846|NB113831|NB4643|ACT|4800|17|Leicester Road|0|43||02478||18|3/23/2012 2:45:00 AM|262143|A|9|4|3|1|Y|3|0|2450
RN|71355851|C8001622|C95171|ACT|400|2|Central St|14|329||01938||7|3/23/2012 6:34:00 AM|127|C|1|0|0|0||0|0|261
RN|71355940|BB300311|BB1495|ACT|1400|126|Woodrow Avenue|1|1||02124||6|3/23/2012 10:13:00 AM|63|D|4|2|1|0||0|0.28|769
RN|71355946|BB985157|AC0925|ACT|1450|457|Washington St|06|39||02458||6|3/23/2012 10:18:00 AM|63|C|3|1|1|0|N|1|11230|680
RN|71355952|NB114965|NB2808|ACT|1450|64|Main|1|21||02152||7|3/23/2012 10:23:00 AM|127|D|4|2|1|0||1|1|1100
RN|71355955|B8000821|AC1531|ACT|1450|4|Nixon Ln|1|305||02180||4|3/23/2012 10:28:00 AM|15|C|5|2|1|0|N|1|783|783
RN|71355957|F00196RM|F19601|PCG|1400|33|Topping Road|1|363|01U|01810||11|3/24/2012 7:33:00 AM|2047|A|4|1|1|0|N|3|5860|918
RN|71355977|D0000658|D95041|ACT|825|16|Laurel St.|B|404||01510||1|3/23/2012 10:50:00 AM|1|D|3|1|1|0|N|2|0.18|700
RN|71355993|H4468026|G95198|ACT|1495|23|Whitewood Rd|23|459||01450||9|3/23/2012 11:10:00 AM|511|A|4|2|1|0|N|2|14000|1029
RN|71355994|BB807071|NB1125|ACT|1700|28|Thelma|3|1|04S|02122||13|3/27/2012 2:10:00 PM|8191|D|6|3|1|0||0|3760|1100
RN|71356020|BB805147|NB4584|ACT|825|1128-1132|Acushnet Ave|3|156||02746||8|3/23/2012 11:52:00 AM|255|D|7|3|1|0|N|1|4547|1000
RN|71356028|E9500353|E95065|ACT|1650|26|Wilmore St|3|1|003|02126||7|3/23/2012 11:38:00 AM|127|D|5|3|1|0||0|0|1400
RN|71356029|BB985461|AC0499|ACT|1700|46-R|Payson Ave|1|1|002|02125||19|3/23/2012 11:39:00 AM|524287|A|5|2|1|1||2|3738|100
RN|71356044|CT002822|NB1620|ACT|2700|150|Chestnut Hill Ave|402|1||02135||9|3/23/2012 12:00:00 PM|511|D|4|2|2|0|Y|2|0|1100
RN|71356048|A8000780|NB3456|ACT|1700|45|Middle Street|#1|1|005|02127||3|3/23/2012 12:07:00 PM|7|D|5|2|1|0|N|0|0|1200
RN|71356058|CT002822|NB1620|ACT|2600|150|Chestnut Hill Ave|204|1||02135||9|3/23/2012 12:18:00 PM|511|D|4|2|2|0|Y|2|0|1100
RN|71356063|BB302287|BB2445|ACT|825|7|BAYBERRY ROAD|G|58||01720||1|3/23/2012 12:20:00 PM|1|D|3|1|1|0||2|0|590
RN|71356074|CT006830|BB5474|ACT|2300|136|Appleton Street|GARDEN|13||02138||24|3/23/2012 6:25:00 PM|67108863|D|3|1|1|0||1|4325|600
RN|71356076|BB985381|BB5536|ACT|2000|1454|Beacon|344|12|06Y|02446||6|3/27/2012 12:16:00 PM|63|D|4|1|1|0|N|0|0|675
RN|71356091|BB954816|BB3282|ACT|2000|64|Granville Rd.|3|13||02138||4|3/23/2012 1:02:00 PM|15|D|4|1|1|0||0|12000|950
RN|71356094|BB954816|BB3282|ACT|3000|62|Granville Rd.|1|13||02138||4|3/23/2012 1:04:00 PM|15|D|6|2|1|0||0|12000|1200
RN|71356098|NB900302|NB9256|ACT|2550|43|Allston St|1|13||02139||5|3/23/2012 1:13:00 PM|31|D|6|3|1|0|N|0|3000|1100
RN|71356112|BB300434|BB1115|ACT|899|153|Centre Street|3-B|180||02346||2|3/23/2012 1:29:00 PM|3|D|3|1|1|0|Y|1|3669|800
RN|71356122|BB903383|BB2442|ACT|1200|20-22|Highview Street|2|29||02062||4|3/23/2012 1:54:00 PM|15|D|5|2|1|0|N|2|0|1000
RN|71356128|FR000353|A95340|ACT|2000|9|Northfield Lane|0|157|NDA|02747||5|3/23/2012 1:47:00 PM|31|C|5|2|2|0|Y|3|0|1630
RN|71356142|CT007272|BB5346|ACT|4250|118|Newbury Street|5|1|101|02116||11|3/23/2012 1:57:00 PM|2047|C|4|2|2|0|Y|0|1250|1250
RN|71356145|C8001041|C99300|ACT|2800|33|belleau|0|316||01970||13|3/23/2012 1:58:00 PM|8191|A|5|2|2|0||3|0.3|1340
RN|71356146|CT002630|AC0764|ACT|2450|9|Hawthorne Pl.|8C|1|109|02114||14|3/23/2012 2:00:00 PM|16383|C|3|1|1|0||0|0|850
RN|71356147|BB300434|BB1115|ACT|1300|304|Park Place|304|171||02767||13|3/23/2012 2:00:00 PM|8191|C|5|2|1|1|Y|2|19.5|904
RN|71356155|CT006169|BB7126|ACT|1000|89|Bell Rock St|3|15|BEL|02148||7|3/23/2012 2:09:00 PM|127|D|4|1|1|0|N|1|4918|624
RN|71356165|BB903144|AC0953|ACT|3600|23|Fleet Street|1|1|103|02113||5|3/23/2012 2:23:00 PM|31|C|5|3|2|0|Y|0|1293|1259
RN|71356168|K8000803|AC0159|ACT|1875|21|Memorial Dr|1|414||01543||6|3/23/2012 2:28:00 PM|63|A|7|3|2|0||6|86000|2100
RN|71356170|BB923542|BB6013|ACT|1675|200|Burkhall St|611|193||02190||16|3/24/2012 3:08:00 PM|65535|C|5|2|2|1|Y|2|9999|1250
RN|71356171|NB110978|NB1756|ACT|1500|1006|Paradise Road|2-J|317||01907||3|3/23/2012 2:29:00 PM|7|C|5|2|2|0|Y|1|1132|1132
RN|71356193|CT001653|BB3261|ACT|2075|100|E Main St|0|48||01748||24|3/24/2012 9:35:00 AM|16777215|A|7|4|2|0||2|0.87|1558
RN|71356194|C8001244|C75001|ACT|3500|8|Old Town Rd|0|319|BCE|01915||10|3/23/2012 2:54:00 PM|1023|A|11|4|2|1||6|22005|4119
RN|71356200|BB954294|BB3575|ACT|2500|1000|Albion Way|1204|59||01730||10|3/23/2012 3:00:00 PM|1023|C|6|2|2|1|Y|2|0|1832
RN|71356221|BB903640|AC0170|ACT|1300|29|Garfield Street|2|405||01752||21|3/24/2012 11:09:00 AM|2097151|D|6|2|1|0||2|9000|850
RN|71356223|G8000586|K95580|ACT|1100|36|Meadow Pond Dr.|C|454||01453||6|3/23/2012 3:27:00 PM|63|C|5|2|1|1|N|1|0|1251
RN|71356225|BB985159|AC1887|ACT|1150|50|Cambridge Rd|123|301||01801||8|3/23/2012 3:31:00 PM|255|D|4|1|1|0||1|0|650
RN|71356231|CT003345|B95053|ACT|1600|46|Home St.|2|15||02148||8|3/23/2012 3:37:00 PM|255|B|5|3|2|0||2|0|1100
RN|71356247|CT005238|AC0080|ACT|3200|80|Broad|903|1|106|02110||7|3/27/2012 1:33:00 PM|127|C|3|1|1|0||1|0|864
RN|71356250|BB980259|NB2434|ACT|1500|00|Robinwood Avenue|0|1||02130||4|3/25/2012 10:00:00 AM|15|D|2|2|1|0||0|0|0
RN|71356260|CT004345|AC0392|ACT|1600|68|Fernwood ave|2|20||02151||14|3/23/2012 4:24:00 PM|16383|D|5|3|1|0||0|99999999|1500
RN|71356270|BB806828|B95079|ACT|1700|23|Rocky Nook|23|15||02148||8|3/23/2012 4:33:00 PM|255|B|4|2|1|1||1|0|1190
RN|71356271|BB809589|BB0125|ACT|1600|123|Riverview St|1|185||02302||7|3/23/2012 4:33:00 PM|127|D|6|4|1|0||2|9583|1127
RN|71356281|A9500009|BB2685|ACT|1200|516|Union|A|187||02370||4|3/23/2012 4:43:00 PM|15|B|4|2|1|0|N|2|44431|900
RN|71356284|BB905158|A95255|ACT|2400|85|St. Margaret St|0|193||02189||12|3/23/2012 4:42:00 PM|4095|A|10|4|2|1|Y|3|19010|3388
RN|71356291|BB809571|NB1840|ACT|800|00|westbourne terr|1|12||02445||4|3/27/2012 3:54:00 PM|15|B|1|1|1|0||1|0|1500
RN|71356298|CT004765|FR0235|PCG|600|73|Gagnon St|1|161||02723||2|3/23/2012 5:06:00 PM|3|D|4|1|1|0||1|0|750
RN|71356309|D0008178|D44901|ACT|1200|181|LITTLETON ROAD|203|376||01824||1|3/23/2012 5:23:00 PM|1|C|4|1|2|0|Y|1|0|1075
RN|71356341|G0002813|D44901|ACT|2300|74|Old Stage Road|0|376||01824||16|3/24/2012 11:31:00 PM|65535|A|8|4|2|1||4|0.52|2328
RN|71356347|TEAM0490|BB9602|ACT|1950|59|Lanark Rd|5|1|011|02135||7|3/23/2012 7:17:00 PM|127|C|4|2|1|0|N|0|0|767
RN|71356349|BB981045|BB3351|ACT|750|65|Curve Street|7|36||02054||1|3/23/2012 7:29:00 PM|1|D|3|1|1|0||1|0|400
RN|71356373|BB807333|AC1404|ACT|1050|30|Pleasant Drive|4|192||02072||10|3/23/2012 9:50:00 PM|1023|C|3|1|1|0|N|1|9999|646
RN|71356378|A9503098|A95371|ACT|1450|24|Richie Road|2|195||02169||19|3/23/2012 10:13:00 PM|524287|D|6|2|1|0|N|1|4530|1164
RN|71356393|BB809571|NB1840|ACT|3500|00|Strathmore rd|3|1|04Z|02135||5|3/27/2012 3:50:00 PM|31|D|6|4|2|0||4|0|1500
RN|71356394|BB809571|NB1840|ACT|3400|00|Strathmore rd|2|1|04Z|02135||2|3/27/2012 3:52:00 PM|3|D|6|4|2|0||4|0|1500
RN|71356395|BB805625|NB5153|ACT|4000|52|JFK Street|3|13||02138||0|3/23/2012 11:46:00 PM|0|D|5|3|1|0||1|1200|865
RN|71356397|BB810316|NB5310|ACT|1650|690|Cummins Hwy|1|1|003|02126||11|3/24/2012 12:30:00 AM|2047|D|5|3|1|0||0|0|1200
RN|71356401|G8000670|G62134|ACT|875|93|elm|4|362|DTW|01845||9|3/28/2012 1:54:00 PM|511|D|3|1|1|0||2|9999|999
RN|71356415|FR800356|BB7115|ACT|800|76|Atlantic Street|2|156||02740||10|3/24/2012 8:42:00 AM|1023|D|5|2|1|0||0|5597|1075
RN|71356425|FR001185|FR0046|ACT|925|270|Bank Street|2|161||02720||1|3/24/2012 8:58:00 AM|1|D|3|0|1|1|N|3|8954|600
RN|71356426|FR001185|FR0046|ACT|675|275|Bank Street|2|161||02720||1|3/24/2012 8:59:00 AM|1|D|3|1|1|0||1|3742|600
RN|71356427|K8000341|K80013|ACT|1200|46|Cherry St|2|421||01562||9|3/24/2012 9:00:00 AM|511|D|5|3|1|0|N|2|0|1200
RN|71356431|TEAM0443|FR0045|ACT|600|1273|North Main|4|2010||02904||5|3/24/2012 9:31:00 AM|31|D|3|1|1|0||0|5732|700
RN|71356434|C9500039|BB9575|ACT|1500|60|Merrimac St|605|346||01913||4|3/24/2012 9:42:00 AM|15|C|5|1|2|0|Y|2|20000|1250
RN|71356450|M8000024|M95390|ACT|1000|1088|James Street|1088|857||01022||9|3/26/2012 11:54:00 AM|511|C|4|2|1|0||2|0|825
RN|71356461|H8000134|G95022|ACT|1600|101|Edgelawn Ave|9|362||01845||1|3/24/2012 11:32:00 AM|1|C|5|3|2|0|Y|2|0|1300
RN|71356468|CT005412|BB3230|ACT|2300|60|Barber Road|n/a|46||01702||12|3/24/2012 11:41:00 AM|4095|A|8|3|1|1|N|4|8712|1886
RN|71356474|K9500716|K01224|ACT|975|423B|Grafton Street|423B|401||01604||4|3/24/2012 12:18:00 PM|15|C|4|2|1|1|N|2|0|906
